danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.573,0.75,C#,-9.145,major,0.0272,0.0419,0.648,0.117,0.0396,101.979,3oaWlxqvuCDNc9snpZkgvK,296947,4,C# major
0.675,0.772,F,-9.777,major,0.0334,0.0318,0.835,0.098,0.28,127.989,0Qsv2RrJ8CaQERBKSvMn8H,319560,4,F major
0.471,0.254,B,-12.319,major,0.0391,0.218,4.53e-4,0.109,0.153,123.356,4PLuYTuKeW3yC9sLgwtFTm,183895,4,B major
0.533,0.803,C#,-5.452,major,0.0321,0.0026,4.36e-4,0.0867,0.321,109.981,2LqDcjc3LqNlWYUUyMTxib,263986,4,C# major
0.343,0.561,A#,-8.738,minor,0.0394,0.45,0.0251,0.0916,0.198,143.421,0X3AfZXCqnfZUX7NmXUoG7,293750,4,A# minor
0.22,0.8,G,-5.11,major,0.0504,0.00175,0.00916,0.492,0.213,176.047,03wKMRNYVvw6s9nm4I4jUS,279293,4,G major
0.211,0.637,G#,-7.817,major,0.0515,0.00304,0.00185,0.107,0.148,119.224,14R2hUgIr8eu1VogXoLqUk,241213,4,G# major
0.354,0.578,F#,-2.389,major,0.034,0.666,5.43e-4,0.161,0.136,116.292,3WxOtGjfZqejNgvyPWbdwa,184675,3,F# major
0.575,0.414,A,-7.01,minor,0.0289,0.0196,4.33e-4,0.238,0.311,126.995,4VTO4g2C9uTI6omVI7pjlq,313106,4,A minor
0.626,0.659,C,-5.669,major,0.0337,0.121,0,0.17,0.594,113.551,5GKekzF1YcR2DQd9c3DI8y,198961,4,C major
0.362,0.463,D,-4.68,major,0.0285,0.326,0.0349,0.0994,0.18,139.986,0w9BogmsQSklaERVHIF9e1,198600,4,D major
0.637,0.618,C,-4.746,major,0.0296,0.427,0.0971,0.0704,0.499,176.141,7qCZgvV98j6RjUULW1s1it,301960,4,C major
0.698,0.633,G#,-4.946,major,0.0597,0.0605,1.94e-4,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s,232187,4,G# major
0.686,0.664,B,-9.1,minor,0.0291,0.407,0.0337,0.122,0.565,124.027,3RLdY5TDtlFDrnq870BBFz,264453,4,B minor
0.525,0.717,C,-6.06,major,0.0339,0.0716,0.575,0.121,0.211,130.898,50wiHcvfcpQSo5P5rbyozc,283027,4,C major
0.723,0.539,G,-9.385,minor,0.038,0.64,0.526,0.0819,0.123,99.996,6NaRzSvVxqv2DC2eg039gB,261693,4,G minor
0.72,0.397,F,-9.427,major,0.0361,0.238,0.0474,0.105,0.254,108.032,6h28aq5Z0opp5gbiR56P81,195508,4,F major
0.629,0.972,C,-3.305,major,0.0711,0.131,0.00326,0.386,0.496,122.677,5gIfBy3gICsordBdz959bt,177963,4,C major
0.295,0.329,C,-12.618,major,0.0325,0.974,0.721,0.086,0.255,186.411,29jmagcZbBFFJ7jDcsbfCW,257e3,3,C major
0.58,0.716,G,-7.211,major,0.0536,0.599,0.328,0.0934,0.305,187.964,5etacX29P2TI1oIg3rhmB3,276240,4,G major
0.401,0.22,E,-11.668,major,0.036,0.684,0.00788,0.311,0.127,146.443,341Fpg8GJlL7e1f4y81UaY,268342,4,E major
0.606,0.428,G,-8.435,major,0.0391,0.127,0.614,0.131,0.292,145.992,0TA4r8kEKQz0one72rIv7f,292440,4,G major
0.0836,0.309,D,-11.257,major,0.0479,0.00488,0.907,0.0719,0.0389,84.211,1GlmNxdZOnrLXoUfBLwbqC,420533,4,D major
0.632,0.445,D,-6.001,major,0.0353,1.17e-4,0.0426,0.0734,0.452,128.135,1Z2OROADsEl5LJgPLFzF59,261756,4,D major
0.578,0.915,F,-6.61,minor,0.0367,0.00499,0.475,0.16,0.803,152.98,4LBDhmrbuYD2FIqd1eSJuG,140237,4,F minor
0.708,0.54,G#,-8.218,major,0.0293,0.111,6.23e-6,0.185,0.315,109.604,1wbrpLU4BXqp2uabBC3zNb,259317,4,G# major
0.647,0.785,E,-7.536,major,0.0371,0.285,0.939,0.121,0.533,128.176,0QpEaa9CvAHeFv7g8gtUbb,144797,4,E major
0.591,0.727,A,-5.903,major,0.0375,0.191,0.0416,0.129,0.129,108.016,75Oc4KX7lZkUNJ19bLO2vS,255627,4,A major
0.46,0.58,D#,-6.07,major,0.036,0.0648,0.733,0.0955,0.538,173.759,69KM34rGezsFpsqBowAnIf,171625,4,D# major
0.387,0.468,C,-7.652,major,0.0421,0.547,0.00121,0.292,0.141,124.927,6P4zikcL6LoBzh8OB7RSsR,234078,4,C major
0.484,0.745,C,-5.856,major,0.0365,0.0039,0.163,0.0804,0.34,124.011,4IXZ78yEAAttxA7r7mwPF4,381359,4,C major
0.67,0.804,D,-6.691,major,0.0389,0.0922,0.533,0.0632,0.659,107,4okYsI11nu2IeOZazJZZrm,212667,4,D major
0.486,0.582,G,-6.838,major,0.139,0.292,0.00064899999999999995,0.107,0.352,88.061,1B3xfK5jOHtS3jhvntYaKW,267392,4,G major
0.375,0.711,A,-4.574,major,0.0373,0.0739,1.49e-4,0.157,0.424,123.412,0tUQwCBsiYjzEZ0ZZVMASZ,270016,4,A major
0.5,0.075,D,-19.3,major,0.0399,0.919,7.78e-6,0.133,0.306,104.687,6SPPD7B1BuXQ98hPtJMnUE,199947,4,D major
0.416,0.804,F#,-6.58,major,0.376,0.133,0,0.127,0.753,82.905,6tqQfCbXokmSfTulWIfYf8,229547,4,F# major
0.532,0.514,G,-7.423,major,0.0489,0.653,0.00398,0.0751,0.179,139.976,7nAshFQgRgLmryFo8Pj0rj,212637,4,G major
0.663,0.852,A,-6.245,minor,0.0269,0.00692,0.0199,0.097,0.589,100.09,0TmR38AyORB5dDqN6CxgTx,176426,4,A minor
0.586,0.818,F,-5.566,major,0.0283,0.0443,0.0021,0.233,0.359,110.997,6nHlyZVo01hwAA15M8GSKh,221920,4,F major
0.518,0.934,C,-2.845,major,0.233,0.00176,3.83e-4,0.104,0.729,156.986,6vOwaiFShRCCwiUDILRaRP,198875,4,C major
0.513,0.647,F,-6.392,minor,0.0314,0.795,0.449,0.149,0.0795,119.97,1WsxqT4mCujD14EVrFQSEn,231e3,3,F minor
0.273,0.786,E,-5.535,major,0.116,0.0117,0.111,0.0364,0.476,149.379,2zRKPKF78qFoG0c4R6KNlG,520813,4,E major
0.681,0.48,A,-12.58,major,0.0362,0.366,0.0739,0.104,0.555,93.997,64Z8XC4vtRf49R4B4d9HVo,203077,4,A major
0.551,0.473,D,-13.741,minor,0.0434,0.176,0.0704,0.105,0.049,109.908,6N4c5fGATMbEGSgrwlwJ5O,276284,4,D minor
0.688,0.51,F,-5.804,major,0.0273,0.254,0.0849,0.0928,0.443,160.028,4J9ycrHUnpLaXiUebT3xas,228867,4,F major
0.711,0.536,F#,-12.403,major,0.0451,0.218,0.688,0.0658,0.582,120.011,1QEoGdSXX8XEcZCk8P8UNy,167493,4,F# major
0.383,0.62,A#,-8.986,major,0.0338,0.0114,0.947,0.115,0.208,169.873,5dmw7aqRnlmlE4HVidQpSs,283238,4,A# major
0.352,0.757,C#,-8.39,major,0.046,0.588,0.4,0.126,0.258,130.221,76tMh6mPE9dFhahRPzn1ip,282583,4,C# major
0.475,0.751,A#,-4.806,major,0.0271,0.643,0.855,0.129,0.142,81.532,50qNZb4uwtmpa2zn0DUV2U,240108,4,A# major
0.884,0.449,C,-8.435,minor,0.0295,0.712,0.152,0.103,0.529,103.976,6UTlf15qXusVrKTapfX8jm,233111,4,C minor
0.826,0.671,F,-8.429,minor,0.041,0.0195,0,0.0808,0.903,123.967,2xqasjvIUwW8wbFvx5Ms50,226478,4,F minor
0.615,0.871,G,-6.321,major,0.279,0.276,0.00271,0.129,0.554,151.898,41lJ2xEJZiWDUGEDhEULhG,94129,4,G major
0.637,0.677,G,-7.474,major,0.0617,0.00174,0.67,0.108,0.376,97.956,6kTGfkJRuLAHCg9IyoFT6B,215907,4,G major
0.566,0.24,F,-16.564,major,0.0359,0.622,0.924,0.0896,0.0395,150.013,2D9e8RR1M7spCbt6HwOoF4,362336,4,F major
0.513,0.655,C,-11.554,minor,0.0407,0.14,0.841,0.35,0.226,120.013,6twjlw8Pfa7RHO3KT2vlCh,288042,4,C minor
0.34,0.209,C,-11.869,major,0.0279,0.679,4.43e-4,0.101,0.151,137.042,6EIVLz5xM1xE29r0OmIkWt,244133,4,C major
0.577,0.795,G#,-7.259,major,0.0333,0.0152,0.0324,0.313,0.515,95.993,7Ewn6Zb20heTqcnaZTRJif,297285,4,G# major
0.655,0.506,G,-5.699,major,0.0253,0.101,0.928,0.107,0.207,93.971,0RT5QxvDakfy5cFg55thUw,279893,4,G major
0.614,0.774,B,-7.727,major,0.0356,0.00778,0.424,0.0877,0.558,102.019,4CwajKyhHp2OI1ZseDVjlo,291106,3,B major
0.645,0.598,C,-6.767,major,0.0302,0.0302,0.0495,0.0923,0.412,101.947,2kJS6mmwkP7Il4toM7uCn2,228853,4,C major
0.483,0.685,D,-5.604,major,0.0287,0.607,8.5e-4,0.181,0.554,150.025,4EemqkYRfTNJZLg2fzVS5E,227626,4,D major
0.433,0.646,C#,-5.086,major,0.0326,0.0121,0.00177,0.375,0.0708,139.81,4X92FYC11BEnX7bBbGJcHw,24e4,4,C# major
0.438,0.677,A#,-7.535,major,0.135,0.381,0.0686,0.119,0.214,167.989,0FfZudphGgQTGeEV6AhmOs,204209,4,A# major
0.353,0.64,G,-5.249,major,0.0341,4.4e-4,0.221,0.619,0.0656,137.874,6W54LsPpaAhknxR7kWArb7,270064,4,G major
0.493,0.665,F,-4.805,minor,0.0567,0.0956,8.33e-4,0.191,0.509,145.014,7FujcuRcRffWiMZsVkYKkk,222440,4,F minor
0.619,0.683,G,-5.014,minor,0.0303,0.0144,0.027,0.292,0.661,120,3VJu2AGrPetl8uUOzQQp63,263293,4,G minor
0.608,0.406,A,-10.174,minor,0.0305,0.0933,0.48,0.0752,0.312,139.901,0RKWKWxgY14X2nTvxLGeWy,203667,4,A minor
0.415,0.572,D,-7.069,major,0.0328,0.00793,0.00424,0.285,0.294,145.219,68J311jvo7JD5vldwzvMg3,269293,4,D major
0.666,0.353,G#,-10.517,major,0.2,0.239,0.878,0.117,0.45,173.996,4fPElYBRSjlGIjQaaQWClL,99462,4,G# major
0.624,0.709,E,-7.993,major,0.0489,0.261,7.15e-4,0.0889,0.537,93.985,6mv97R4aVELnk3nxrbjtD7,228746,4,E major
0.631,0.523,E,-11.017,minor,0.0311,0.268,0.926,0.069,0.588,139.981,1OJ5Rq8I1tEbwmxqNU1LRj,211872,4,E minor
0.735,0.555,C#,-8.84,minor,0.0366,0.382,0.856,0.0952,0.523,100.01,3WS7spXVlbeC5kjePmHMQW,277975,4,C# minor
0.359,0.728,A,-5.809,major,0.0311,0.168,0.618,0.0982,0.325,152.364,6xQqcLXcm25CifTQ6IJ8Dc,250440,4,A major
0.456,0.697,C#,-7.96,major,0.0335,0.145,0.46,0.154,0.294,100.038,2h6FjqJC3n0bLuvdyKbqZa,304218,4,C# major
0.56,0.869,G,-4.699,major,0.0468,0.00783,0.00201,0.243,0.504,129.94,15Gu4DIpci3mrpadPsVHWi,238596,4,G major
0.608,0.798,D,-5.077,major,0.0244,0.0168,0.00275,0.224,0.592,93.989,42HWf3zyeSdsPvGG6k8WwP,245347,4,D major
0.699,0.445,C#,-8.362,minor,0.0295,0.0459,0.417,0.275,0.351,75.005,1TyNrpLTp6ws3x2FmtpWi8,355725,4,C# minor
0.539,0.421,C#,-11.599,major,0.0275,0.256,0.912,0.134,0.204,110.044,3aqWMBhQfRlZ9PxNTu8jsR,270545,4,C# major
0.243,0.465,C,-8.638,major,0.0307,0.24,0.869,0.175,0.0343,94.658,6aUoy08EPSi5g3EgXRrT73,326821,4,C major
0.298,0.406,G#,-9.738,major,0.0566,0.228,0.00122,0.122,0.246,199.469,2WsPW6yawWU8zczAeKk4c0,253e3,4,G# major
0.736,0.516,C,-6.974,major,0.0449,0.0922,0.00345,0.16,0.664,139.097,5YStYNF3SxYHqc5b0eubiR,203741,4,C major
0.514,0.854,D,-6.152,major,0.0484,0.0692,3.19e-4,0.113,0.45,173.991,1LHTZuPgmbrC2Ltga2rwGC,245497,4,D major
0.369,0.868,C,-4.262,major,0.0444,0.00713,0.401,0.681,0.431,100.984,6nnJHOvrP4dsRjUD5x8Htv,221543,4,C major
0.397,0.915,D,-5.573,major,0.053900000000000003,0.0412,0.0641,0.348,0.719,81.044,3xuTjTxGkMVtxnHCAntxTs,326807,4,D major
0.683,0.182,F#,-18.325,major,0.034,0.379,0.014,0.0918,0.12,129.989,7kXABFbHyBmzC51fKWIcCZ,303167,4,F# major
0.589,0.718,A,-8.993,minor,0.0408,0.0869,0.149,0.115,0.523,100.035,4Rt0LmnYh4DNf6HgciOeHv,198373,4,A minor
0.726,0.639,C,-11.488,major,0.0382,0.522,0.00473,0.162,0.6,110.963,1eLPPU4HycGct2kv66OI3s,191399,4,C major
0.52,0.619,F,-9.581,major,0.0399,0.824,0.807,0.133,0.591,140.056,43ZJHqiLU0RgoW1W7s5SeO,205714,4,F major
0.655,0.751,F#,-5.711,minor,0.0367,0.0287,0,0.107,0.335,95.001,48nUXDU0D3kDKr4ef08tTd,167507,4,F# minor
0.791,0.422,C#,-7.737,minor,0.0707,0.26,0.223,0.395,0.499,150.026,5HEpukkNnxdPAV9zsgDLOx,248e3,4,C# minor
0.371,0.758,C,-4.917,major,0.0338,0.00162,0.00296,0.653,0.409,142.324,2ZfNavwjk7NBFSsWfAp0QW,234107,4,C major
0.575,0.413,C,-10.06,minor,0.0964,0.552,0.211,0.0891,0.557,90.976,7FF0Xv2n6583rrmhDHz501,221545,4,C minor
0.446,0.511,C#,-9.096,major,0.0445,0.0595,0,0.194,0.0435,109.861,52fFl4BGwDL23OyP1LOL4Q,243461,4,C# major
0.398,0.635,G,-5.848,major,0.123,0.0554,2.08e-4,0.116,0.307,119.708,0FG2OTObE7gQvX8hXs1kND,381827,4,G major
0.498,0.502,D,-8.052,major,0.0371,0.891,9.07e-4,0.0716,0.286,81.169,7412fpVfB2PSSb1nENQczC,215180,4,D major
0.727,0.54,C#,-8.709,major,0.0875,0.376,0,0.0418,0.458,194.029,3c1bQALEQxQP6BdqIX07eg,221753,4,C# major
0.512,0.552,C,-6.519,minor,0.031,0.291,1.6e-6,0.31,0.247,77.005,4WqXmUH12uDY5Q6tu9yY33,182047,4,C minor
0.378,0.246,A#,-12.877,major,0.0295,0.827,0.306,0.135,0.0598,134.073,2uPiXPELrlNzdjgmlTYtXA,222040,4,A# major
0.559,0.365,G,-13.113,major,0.0417,0.829,5.37e-4,0.103,0.123,126.464,0919xg7szBMJ1o6gvLfMnX,214861,4,G major
0.633,0.796,F#,-9.095,minor,0.0436,0.343,0.826,0.104,0.412,127.685,3zmDm22r3qPLX9K91sagh2,286213,4,F# minor
0.614,0.645,D,-10.526,major,0.0252,0.818,0.91,0.135,0.289,134.976,0RMrqldYnjyoZziGlIvton,176060,4,D major
0.66,0.28,A,-12.764,major,0.0294,0.879,0.704,0.123,0.171,89.996,7sIZcntN4MgDOz36jqJV5o,267471,4,A major
0.583,0.45,A,-9.665,minor,0.0642,0.184,1.67e-4,0.0929,0.0655,100.056,11WVsrA88TRf9RtSn4b54p,233100,4,A minor
0.286,0.247,D,-18.214,major,0.0494,0.782,0.741,0.0652,0.0364,125.022,43MrDsDWklcHkY9aEfENJT,460267,3,D major
0.599,0.729,A,-6.182,minor,0.0262,0.00206,0.0205,0.337,0.215,98.078,3fSps53A2agi4sDU84AEmQ,141840,4,A minor
0.579,0.94,E,-6.89,major,0.0375,0.0309,0.862,0.656,0.401,120.097,2SpHd4lGMrJMIQDf92V6VP,202640,4,E major
0.499,0.791,G,-7.293,minor,0.0268,6.56e-4,0.0545,0.233,0.339,145.083,1TFjgmDNqtfw2R0ruYZkUI,168093,4,G minor
0.57,0.821,C,-8.255,major,0.028,0.167,0.145,0.183,0.32,139.513,4kTznosUTYfDcHobn3HNn1,238099,4,C major
0.465,0.426,D,-9.042,major,0.0282,0.00292,0.574,0.11,0.166,134.216,04ZsnIwD3NgRLAYnfgMJXZ,276600,3,D major
0.486,0.638,C,-6.231,major,0.0323,9.21e-4,0,0.078,0.178,144.458,2fpDrL2Vpee0JnM6AoUFvl,199827,4,C major
0.386,0.958,E,-4.297,major,0.0645,0.00134,1.18e-6,0.321,0.497,141.965,4E938GnJH2e4dtImtRpjpX,232e3,4,E major
0.69,0.761,A,-6.283,major,0.057,0.0136,2.28e-4,0.128,0.489,90.06,2OWG8mvokDOugFqE0uUuTE,224337,4,A major
0.593,0.554,C,-8.186,major,0.0253,0.495,0.646,0.0677,0.375,136.036,76TdljWrhOT41e1MjhoX0B,216811,4,C major
0.693,0.483,D,-6.845,major,0.0445,0.0411,0.95,0.11,0.547,89.999,745NLlN798Uh1CC5qvFhOU,221704,4,D major
0.596,0.467,C#,-11.275,minor,0.0242,0.264,0.838,0.0882,0.0884,97.019,4mSBNqIFCaMexwtjD8kAhK,226960,4,C# minor
0.829,0.374,D,-7.407,major,0.0366,0.395,0.107,0.0921,0.578,109.976,6xQ24QdiHcN63dxdELtG6F,198773,4,D major
0.496,0.799,C#,-6.341,major,0.0355,0.0537,0.0862,0.0585,0.471,89.99,0UUELooGqHcyi9ktNim4uQ,239528,4,C# major
0.434,0.522,C#,-12.468,major,0.0879,1.24e-4,5.86e-4,0.136,0.965,85.393,0BEnReYyCD5bkuMpcR2Ffj,162247,4,C# major
0.418,0.595,B,-8.235,minor,0.0334,0.0367,0.187,0.106,0.229,80.951,2DoOE4w2Ir27P32tsqRibB,311700,4,B minor
0.6,0.675,E,-5.283,minor,0.0293,0.0328,0.317,0.104,0.219,115.943,5DcRHQpMJrNl3pgAg6owqZ,205670,4,E minor
0.556,0.834,F,-6.244,major,0.0304,0.0331,0.65,0.38,0.389,80.002,2E1Xdz1V7J5HvJCS0rePdV,194813,4,F major
0.508,0.911,C,-4.219,major,0.0393,0.0128,0.00476,0.352,0.619,123.994,5bJbwqF9Ot9QydC8xrQdUA,336573,4,C major
0.292,0.74,F#,-6.444,major,0.0758,0.117,0.00458,0.0938,0.193,91.973,3UYFbRnkJlvm4POhrtsEL7,307093,4,F# major
0.675,0.677,F#,-9.69,minor,0.17,1.13e-4,0.0137,0.0983,0.493,79.981,68qkEjGepczQDzuhxH5anO,233960,4,F# minor
0.623,0.855,D,-8.458,major,0.0279,0.129,0.621,0.122,0.69,113.428,7CoEiPt9TLNTXEjJnu0KVO,200875,4,D major
0.666,0.573,C#,-8.369,major,0.0361,0.0074,2.33e-4,0.116,0.438,96.982,7pp7ofOZGtELMkn74jLDze,220462,4,C# major
0.41,0.637,A,-6.673,major,0.0327,0.0729,3.77e-5,0.732,0.238,77.398,5AKYyNPYhumqKeOMhdEgQO,216840,4,A major
0.49,0.96,A,-5.385,minor,0.0562,9.19e-4,0.0441,0.0768,0.82,179.975,5WH2HL7ZrVu9n51viwbdJw,245307,4,A minor
0.715,0.637,C,-9.442,major,0.0452,0.0629,0.0952,0.118,0.205,120.044,5KkMxm27bgLj290lTqFAi2,28e4,4,C major
0.8,0.925,E,-7.098,minor,0.0455,0.0208,0.901,0.0879,0.934,139.006,7eplEUMTNbmNGyJCguDVsX,369133,4,E minor
0.557,0.707,G,-3.977,major,0.0254,2.79e-4,0.0016,0.145,0.557,105.067,6QE54DdZoeDixQSlxCzQwU,201347,4,G major
0.618,0.725,D,-4.271,major,0.14,1.96e-4,0.963,0.0525,0.909,164.897,1v8j8fQsQ04YLXrIYFpDuZ,289840,4,D major
0.825,0.467,F#,-14.055,major,0.0753,0.371,0.845,0.0594,0.249,96.012,03zv0Znm7bA7XzWMZ1lEKO,385520,4,F# major
0.862,0.55,C#,-9.586,major,0.183,0.0707,0.00485,0.259,0.385,105.018,6mKai3TB6wtorWTX47wHUt,282920,4,C# major
0.499,0.755,C#,-7.708,major,0.0548,0.00137,4.86e-5,0.195,0.532,129.947,3Vhf1hwVs3YhKnAVorXGCh,243933,4,C# major
0.622,0.803,A#,-6.425,minor,0.049,0.00153,0.0177,0.187,0.52,121.996,3tjkJGlb4JqugAuRfc5rgP,202733,4,A# minor
0.742,0.848,F#,-5.265,major,0.0379,0.139,0.00135,0.304,0.945,120.032,4GMHiEsI3ASKrnJbVv3TR4,182274,4,F# major
0.626,0.4,C,-11.49,major,0.0417,0.083,0.814,0.116,0.313,79.935,2ro7C9SAg54fL7ribZOt1j,349500,4,C major
0.562,0.549,D,-9.582,major,0.0369,0.0855,0,0.309,0.219,127.061,6HfAn6JgYSeKx94qmCTv57,254667,4,D major
0.58,0.468,C,-10.821,major,0.0514,0.0434,2.54e-4,0.114,0.565,134.605,0reM8zcIdtKAOIAJVtpjme,195e3,4,C major
0.623,0.823,C,-4.136,major,0.0317,0.0141,0.695,0.197,0.897,193.93,1660mEFehJyuRbt9m2E3R1,296907,4,C major
0.61,0.954,E,-2.903,minor,0.0628,0.0641,5.51e-5,0.124,0.748,112.007,2igRi4SLvLCGrL5SGcNhv3,183224,4,E minor
0.568,0.942,F,-4.719,minor,0.0433,0.244,0.344,0.1,0.545,169.998,6VvrVS20DC0EC8ueGEyEyM,248824,4,F minor
0.353,0.607,G,-10.547,major,0.0856,0.645,0.0196,0.246,0.453,76.841,46Q1kBJy6jbcLgYXxUVsz2,217875,4,G major
0.485,0.586,F#,-9.307,minor,0.291,0.771,0,0.0969,0.231,99.427,07ShV8CymziYg4gQB1z1S6,192e3,4,F# minor
0.71,0.886,B,-4.277,minor,0.0944,0.143,2.05e-5,0.114,0.549,125.994,2Nq82240wBw59D5rY9kUmX,182857,4,B minor
0.48,0.434,C#,-10.84,major,0.265,0.875,0,0.351,0.522,79.954,688WVkTctGV4Dc7ECyt3ly,168796,4,C# major
0.628,0.545,E,-6.792,minor,0.0627,0.00865,0.267,0.278,0.338,82.003,0xYdiaWg1NGEu7QZg4ZmA2,279897,4,E minor
0.616,0.697,C#,-7.494,major,0.0289,0.0165,0.134,0.35,0.668,87.03,2DzB2tpu57rK30LQBZBopl,209811,4,C# major
0.679,0.761,F#,-4.829,minor,0.0298,0.511,0.0654,0.169,0.369,140.028,3KjqfAVMfUF1fzUYCa2s5q,384e3,4,F# minor
0.622,0.752,E,-6.964,minor,0.124,0.189,0.0124,0.0443,0.602,126.047,2hup7lQB1vMfVTemkfljLR,319125,4,E minor
0.675,0.521,C#,-7.658,major,0.0361,2.71e-4,3.33e-6,0.121,0.448,120.004,7G5RuFPZMYaGJOC6WndE9b,219040,4,C# major
0.598,0.841,F,-6.652,minor,0.0563,0.107,8.22e-5,0.154,0.367,116.077,1PBp3M4Dh1TO0D6kgL8GqA,138173,4,F minor
0.557,0.741,C,-6.488,major,0.032,0.00143,7.37e-5,0.525,0.631,73.999,3JxzLbKXkPDmGOXeES7H4K,231029,4,C major
0.509,0.853,D,-7.258,minor,0.0468,0.0289,0.456,0.334,0.611,145.368,4U1MPcc9iEukZfnQN2acAH,213104,4,D minor
0.566,0.833,C,-6.233,major,0.0316,0.0253,0.0103,0.161,0.542,119.886,4G7unsBpr0B8Fau9QfdQtl,180334,4,C major
0.388,0.737,A,-5.038,major,0.0398,0.0273,1.59e-4,0.126,0.705,147.992,62XGEnXqaDZKXedlNkfxLj,263e3,4,A major
0.635,0.676,G,-8.498,minor,0.0291,0.221,0.00929,0.104,0.751,143.006,4HAFnf9qKlK0PSzHVvf2HB,202293,4,G minor
0.624,0.676,D,-6.896,minor,0.0538,0.29,1.39e-6,0.0811,0.32,118.011,4CBZPeVKegeX7dLAXPF6CD,221072,4,D minor
0.13,0.086,A#,-21.92,major,0.0373,0.932,0.912,0.108,0.0375,90.223,3Sy6wgTNEp6vSgLs4EyXAf,391160,4,A# major
0.765,0.502,A,-7.393,major,0.0321,0.119,0.0011,0.171,0.836,144.204,7MooGz4ZPE4bNxjFegR6Jx,289440,4,A major
0.637,0.642,E,-6.863,minor,0.0272,0.25,0.0883,0.0981,0.341,81.994,3BAjMmoCT2togKMC6t4gCK,287572,4,E minor
0.578,0.655,C#,-6.988,major,0.0279,0.0348,2.81e-4,0.066,0.229,134.037,3Ty5AF8PMWtLxBjNSpZ0pt,250164,4,C# major
0.502,0.563,F#,-11.127,major,0.0279,0.405,0.187,0.0843,0.25,81.985,13TQfKDmXDvX5yzMvWQrL0,204604,4,F# major
0.581,0.784,D,-7.382,major,0.0298,0.0706,0.126,0.204,0.897,100.01,32y27NTgiyg5sVJtXmaAfq,217675,4,D major
0.747,0.651,A,-4.155,major,0.0325,0.029,0.472,0.0848,0.913,119.951,3opSfLvpDbZVG0ecreiL4M,194438,4,A major
0.651,0.664,F,-7.929,major,0.0282,0.206,0.202,0.0977,0.559,121.025,5rS2hVOWoceoZfuoXM9Vwb,257860,4,F major
0.448,0.596,A#,-8.485,major,0.0471,0.246,1.66e-5,0.102,0.122,164.233,2ZYBwkmtYhgUj1A7teYAZ7,222256,4,A# major
0.615,0.74,G,-4.662,minor,0.0754,0.00241,0.00113,0.115,0.219,118.957,4lOavMadLCGAOJEvMJ5t4t,221707,4,G minor
0.538,0.545,E,-4.818,minor,0.028,0.00709,5.45e-5,0.139,0.32,120.071,31vZNE9IbY0JI0gRmaLAWr,250067,4,E minor
0.464,0.701,F#,-5.693,minor,0.0411,0.00892,0.309,0.335,0.356,83.996,7brQHA2CgQpcMBiOlfiXYb,251187,4,F# minor
0.394,0.855,D,-4.204,major,0.0554,0.0339,0.0132,0.243,0.316,175.902,1NA2NvAgCB4EfcBC8OHfuj,268173,4,D major
0.584,0.459,G#,-9.793,major,0.0294,0.0593,0.319,0.0365,0.384,79.977,0SqaYmilJqKX71q2xFLSEr,170642,4,G# major
0.561,0.411,D,-9.384,major,0.0242,0.213,0.0174,0.0714,0.119,90.987,2Wl4MbBRtan8gr0C8qUSGT,279907,4,D major
0.57,0.697,F#,-5.437,major,0.0353,0.105,4.52e-5,0.0881,0.675,131.072,4YiBUFdg99pMpOpWLUxT6f,249e3,4,F# major
0.548,0.712,F#,-7.301,minor,0.0295,0.304,0.928,0.0954,0.117,109.984,0cr2ksK3uykqTUJsh9plgl,242182,4,F# minor
0.636,0.68,B,-5.163,major,0.037,0.00756,2.84e-5,0.0918,0.508,114.016,3L2o3fuMpHQsNHHeqDtGmz,242360,4,B major
0.438,0.82,A,-5.533,major,0.0492,0.0278,2.1e-5,0.291,0.339,113.045,6if6xtP8ZXQ3OcGDZ5tqVS,225213,4,A major
0.61,0.757,F,-5.403,major,0.0269,0.0508,1.96e-5,0.152,0.392,133.882,7KubeWC5zOcYOLTYxCtnYE,172387,4,F major
0.59,0.816,G,-5.055,major,0.0292,0.0737,0.0102,0.188,0.519,80.005,1XUWDkiiipRz5ORL7mPFw2,232013,4,G major
0.645,0.781,A#,-5.573,major,0.0335,0.0666,0.28,0.0777,0.588,123.003,0IP986ydmgleIvKzQcfTvN,315653,4,A# major
0.294,0.239,E,-14.243,minor,0.0462,0.952,0.946,0.0689,0.0465,115.134,0cmAtbCkYqUImarXD7eP6P,221613,4,E minor
0.337,0.309,D,-15.671,minor,0.035,0.973,0.961,0.0636,0.0356,113.48,5EIdet1v7HS2klWd5fMKo1,247729,4,D minor
0.0664,0.142,D,-16.81,minor,0.0381,0.984,0.945,0.104,0.0366,67.346,0ZJXrdVGvXfYCbyGmwlSSC,294561,4,D minor
0.154,0.0382,A,-28.547,minor,0.0344,0.995,0.921,0.0873,0.258,204.001,2n8gnd5snxSEoZetXqJ44m,211787,3,A minor
0.573,0.639,C,-7.143,major,0.0247,0.784,0.633,0.0923,0.24,89.575,0MpsyFvt1KaxNYBYw2aanq,248707,4,C major
