danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.498,0.667,G,-6.712,major,0.0328,0.788,0.316,0.136,0.144,140.096,4E6Od4OZ9930kNg3IQateQ,454640,4,G major
0.553,0.858,G,-4.124,major,0.0279,1.42e-5,1.19e-4,0.113,0.748,134.031,4G7l8ksBL0Xq20SvJhRU2R,225640,4,G major
0.555,0.806,F#,-4.36,major,0.0268,0.0628,0.146,0.114,0.566,99.994,6x5nay7lGej5HlPJVvAJ2p,248747,4,F# major
0.655,0.779,G,-7.316,minor,0.0495,0.0887,0.841,0.128,0.146,89.995,7G8xNxQAWiBPAVgBqEVI7o,239107,4,G minor
0.478,0.797,F#,-7.09,major,0.771,0.584,2.19e-4,0.753,0.766,83.672,1BmZcqPahgxktUGAVaVK8n,146976,4,F# major
0.473,0.457,B,-8.953,major,0.298,0.0384,0.00366,0.138,0.095,90.454,6sgicAGbUJ1NaTqhG1T8bE,157830,4,B major
0.683,0.316,C#,-16.659,major,0.0879,0.325,0.893,0.217,0.43,108.29,2aU0AqoYksRiS92lvtwyRT,107107,3,C# major
0.715,0.521,A,-6.512,minor,0.0632,0.113,0.0212,0.112,0.512,86.964,6sBYxcMhuWDIl1LOmh3pyN,288387,4,A minor
0.539,0.685,D,-9.47,major,0.0413,0.735,0.0875,0.103,0.854,154.915,0PKbXwoewJfzsGojTJHoEy,174787,4,D major
0.52,0.827,D,-2.347,major,0.0272,0.42,3.08e-4,0.136,0.538,105.013,4Ubv15YM60WOnQzONOH4Pu,209346,3,D major
0.539,0.879,G,-5.276,major,0.219,0.251,7.63e-5,0.136,0.5,180.878,2SR4KjyUbcW0QB2CPsPtvg,183840,4,G major
0.35,0.689,B,-7.794,major,0.0456,0.0927,1.62e-4,0.201,0.27,147.956,0S7EDriw3cLdnrSxg9ageT,219114,4,B major
0.701,0.617,B,-6.205,major,0.0306,0.0865,0.00595,0.113,0.505,124.008,7kWD4AFmwEj9S6N8ROUnoD,136819,4,B major
0.854,0.631,B,-8.197,minor,0.0452,0.884,0.00999,0.202,0.609,119.986,4Z3P5tSmsB7BkFHFc38dz7,228062,4,B minor
0.364,0.395,F,-13.957,minor,0.0412,0.00153,0.133,0.295,0.122,120.096,7kS4JyQvrqssb5DmDMwqOC,269427,4,F minor
0.644,0.869,C,-7.848,minor,0.052,0.0949,0.832,0.093,0.345,100.989,3yFP4rcIlE0jefl5rffXlY,196e3,4,C minor
0.499,0.827,F#,-6.909,major,0.037,0.00829,5.14e-5,0.142,0.336,111.987,43jmdQLvDrfvfcdaKLfl5K,223136,4,F# major
0.55,0.72,F#,-7.07,minor,0.043,0.082,0.0107,0.239,0.134,124.984,5GLNSHrRsrCRuFy1mc9zR6,204851,4,F# minor
0.51,0.508,F#,-10.358,major,0.117,0.412,0.729,0.121,0.247,178.23,3PyKyatWHlHeqASgRYSkpV,309188,4,F# major
0.505,0.882,C#,-6.051,minor,0.0405,0.0123,0.462,0.255,0.37,112.983,2hc6fCrA3pmmh4EJtzMBs9,231680,4,C# minor
0.196,0.956,A,-2.505,major,0.067,0.16,6.15e-5,0.371,0.61,206.134,7ELquuoDdTdpZGENKNbkBy,163080,4,A major
0.455,0.515,C#,-7.689,minor,0.0252,0.0082,0.251,0.137,0.215,86.944,7vlX33qkhVUSMUe0wpTOyc,320075,4,C# minor
0.494,0.561,G,-8.557,major,0.034,0.364,0.0458,0.0779,0.537,115.108,0d8cCi9kOacsLY8JldsCOY,227720,4,G major
0.543,0.878,C,-7.724,major,0.0425,0.128,0.0267,0.119,0.56,97.495,6kjIYPpW002JVf14ImZxtR,264838,4,C major
0.472,0.875,E,-5.024,minor,0.0446,0.00345,0.00576,0.128,0.461,136.064,202QyrB6Q3Kimsr7KqJut3,318423,4,E minor
0.647,0.616,D,-8.29,major,0.0285,0.428,0.472,0.14,0.567,119.962,1B13r0PeEEJdx1ElPteowI,188476,4,D major
0.377,0.674,G,-5.731,major,0.119,0.00724,1.08e-4,0.286,0.0968,169.987,4bpMT3PfKY9J5z6Dr3Aj0V,212471,4,G major
0.777,0.712,C#,-3.469,major,0.0451,0.148,5.59e-4,0.0599,0.609,124.033,26haJjtanhamtf25RXH0MO,170323,4,C# major
0.794,0.488,B,-13.427,minor,0.0558,0.195,0.901,0.147,0.298,125.995,4ZjwbVhC9ktMVOD7dntsqu,308571,4,B minor
0.645,0.713,F#,-5.355,major,0.0393,0.00835,0,0.113,0.566,74.989,2Z8WuEywRWYTKe1NybPQEW,214507,4,F# major
0.524,0.708,G#,-8.14,minor,0.0478,0.0497,0.0199,0.444,0.716,92.137,3eOoI3h5WtjPMrsyr2Qup4,213565,4,G# minor
0.742,0.629,A#,-6.143,major,0.0362,0.239,0.067,0.092,0.489,130.067,6ktLNtYTKcZM1RNuezKmEo,243240,4,A# major
0.232,0.738,D,-2.793,major,0.0447,0.0218,0.192,0.214,0.502,120.813,0LLKJL3tEm6UqcqY0t2oJa,282197,4,D major
0.428,0.302,F,-9.701,minor,0.0282,0.92,0.0354,0.131,0.247,137.367,0bSsYXX28u4GO1t6Qhb63I,206373,4,F minor
0.421,0.727,G#,-8.273,minor,0.0365,0.0132,0.565,0.223,0.486,112.603,71UsuepAxDwu0aP6IoWYRP,299960,4,G# minor
0.164,0.389,E,-11.549,major,0.0307,0.427,0.88,0.128,0.0861,95.797,6IQVIa8UNIl3IWFHqoFdeg,196875,3,E major
0.394,0.79,F#,-6.188,minor,0.034,0.0625,0.0129,0.154,0.353,107.596,26BHeKYD3C61ThBslI4y52,305623,4,F# minor
0.848,0.511,D,-8.84,major,0.292,0.28,0.607,0.0868,0.273,124.001,16uBpYr9yKMBHSHldRMF0K,338203,4,D major
0.772,0.745,B,-10.194,major,0.0405,0.595,0.87,0.117,0.166,116.014,4p1NHiFP4PfV7eW1183Ej9,273162,4,B major
0.601,0.623,C#,-9.57,major,0.0727,0.0142,0.357,0.102,0.0456,119.886,7gxLYfaAKjyC4pEs8rXW7Y,217362,4,C# major
0.591,0.821,C#,-4.113,major,0.0322,5.5e-4,0.159,0.0902,0.483,127.998,7ccWSfGfDP58uBW82BGMMY,233813,4,C# major
0.635,0.813,C,-6.711,major,0.085,0.101,0.0466,0.148,0.483,100.006,7yD1rSR4cF8I9DqqnLos0J,204014,4,C major
0.628,0.781,C,-7.214,minor,0.0308,0.00362,0.0223,0.164,0.559,99.987,72K953diSNBEj4ZdGwA9uR,233903,4,C minor
0.535,0.541,F,-8.16,major,0.0304,0.459,0.00262,0.104,0.187,81.213,292saZ4dVtoCILNH1xrB59,229151,4,F major
0.443,0.706,C,-6.754,major,0.0302,0.0804,0.937,0.106,0.252,128.331,5eZrjqnDP7bbcea1ckPDT4,272626,4,C major
0.518,0.947,F,-4.708,minor,0.0454,0.00501,0.124,0.315,0.362,127.993,5w2FeR7c1LUwsxKub9iFHC,196120,4,F minor
0.312,0.585,A,-6.368,major,0.043,0.194,0.00451,0.114,0.318,109.231,1eD78jjp5uEq2XWylMM2w5,165427,4,A major
0.582,0.734,F#,-6.987,minor,0.0675,0.00727,0.202,0.76,0.644,127.071,2S01104ghxxnoSCzGXCPdZ,302120,4,F# minor
0.424,0.766,C#,-4.646,major,0.0359,0.467,0.284,0.309,0.465,80.464,7dCiSeskqCSoB8G4JUAVJI,169160,4,C# major
0.752,0.599,F#,-11.053,major,0.0423,0.351,0.016,0.0806,0.546,99.967,5xvvIYNR8scrGvgYQk1Di8,206332,4,F# major
0.479,0.808,C#,-5.604,major,0.0673,8.4e-4,0.0288,0.152,0.588,75.121,2JGSYOFs3qNgd4hhvhrkf8,230132,4,C# major
0.517,0.784,F#,-7.369,minor,0.026,0.0294,0.00224,0.0716,0.394,94.062,5NDDkIkDupH0RoFGhPjSmf,264217,4,F# minor
0.358,0.519,A,-8.159,major,0.0314,0.0289,0.0195,0.163,0.195,129.731,2O0CwwL8CtVH43lJwogt5u,290076,4,A major
0.661,0.733,D,-6.859,major,0.026,0.00551,0.66,0.0992,0.53,129.974,251lM96DbNbBzUrSuDcP6y,243297,4,D major
0.489,0.742,E,-8.685,minor,0.0296,0.138,0.886,0.108,0.472,131.016,35lUFiuk8w2mPcHwhKEijk,310867,3,E minor
0.452,0.81,E,-7.98,major,0.0336,0.0929,0.0825,0.225,0.747,104.49,75FxMdsN6ZwUb0A439gPfo,129539,4,E major
0.501,0.674,F,-7.264,major,0.028,0.0223,4.76e-4,0.132,0.444,108.191,0Ob0FRlho5wKQqLS1Juk4w,154988,4,F major
0.395,0.708,A,-5.401,major,0.0361,0.174,0.0073,0.139,0.55,81.948,1y5mn92HIU5PGXtBYIIk6R,264347,4,A major
0.677,0.764,C,-5.387,minor,0.0306,0.0216,0.00571,0.116,0.575,108.998,4HFQnEEk8rjATaE7NlHByL,274e3,4,C minor
0.545,0.899,F,-5.383,major,0.0479,7.34e-5,1.15e-4,0.428,0.594,107.964,0PUb5NltgSVRYxz0YWqmwk,159787,4,F major
0.528,0.476,F#,-7.126,minor,0.0317,0.0821,0.0315,0.0933,0.0445,127.87,3EIGEd86DGrKWtNbqszEwK,193410,4,F# minor
0.581,0.637,C#,-7.131,major,0.0446,0.145,0,0.72,0.362,110.035,5d8GHB5JNggDJelmB5ivcV,332750,3,C# major
0.603,0.537,A,-7.672,major,0.0268,0.0388,0.095,0.11,0.0909,99.995,218fyvRaSQjuwFEhuWQAQF,277734,4,A major
0.444,0.907,G#,-4.352,major,0.0501,0.00162,3.18e-4,0.0636,0.964,80.01,4IHY8b4jvoZjA2hmImI1XM,175856,4,G# major
0.349,0.493,C,-10.718,minor,0.0314,0.0448,0.712,0.098,0.299,136.092,2PcVKPfrmaQcmcWfWuk5ZE,389453,4,C minor
0.817,0.681,C,-6.162,major,0.0361,0.252,6.31e-5,0.114,0.713,127.03,2Gi9veF2vWMjOj2g8pSuMC,154053,4,C major
0.566,0.555,D,-7.265,major,0.0312,0.0505,0.202,0.0958,0.497,93.977,12Lv5SHoJBHJWjP2119hWt,279101,4,D major
0.718,0.645,G#,-8.057,major,0.0339,0.69,0.0066,0.118,0.319,101.957,2wSmbZrcTbVUwUMhy1QJ8j,19e4,4,G# major
0.313,0.605,F,-6.261,major,0.0447,4.48e-4,0,0.136,0.379,114.182,5LuYzNT80u6BrRFtwEPet7,176975,3,F major
0.477,0.694,F,-8.152,major,0.028,0.595,0.614,0.109,0.158,130.062,0Ua08oPccBF9JiXQuGse9G,195202,3,F major
0.375,0.604,E,-9.471,major,0.0518,4.24e-4,0.729,0.293,0.468,129.83,6tr3OHKGCjyT4X3a0zzfCF,115712,3,E major
0.376,0.872,E,-4.468,minor,0.0425,0.00371,0,0.284,0.264,125.125,74BNcrrfzMTh66O8KMpsKk,233156,4,E minor
0.518,0.931,D,-6.236,major,0.0466,0.00976,0.0182,0.214,0.275,140.035,3Stz5rcvMrvEkwaBnMRMGO,288080,4,D major
0.49,0.575,E,-10.783,major,0.0297,0.125,0.813,0.298,0.499,112.066,1vXZ8K7bfthRi0yjnpSs1K,177654,4,E major
0.718,0.814,C,-9.329,major,0.0345,0.26,0.945,0.0878,0.658,99.96,26dLkQ7WPyZyOt0FROi67S,348518,4,C major
0.776,0.747,G,-5.318,major,0.036,0.00306,3.8e-5,0.0519,0.966,115.967,0MrFdYmGk8IF4BMm1or1Up,198e3,4,G major
0.406,0.793,F#,-9.405,minor,0.0669,0.0956,0.949,0.0941,0.705,162.083,6uq3dJDgNiB9q3hyV1u4st,222823,4,F# minor
0.567,0.47,D,-8.388,major,0.0297,0.318,0.16,0.0944,0.516,75.461,3yogEdp82IygdtF6fYj42Z,252256,4,D major
0.501,0.93,F,-4.471,major,0.048,0.00314,0.11,0.46,0.411,142.025,0gfxgjq6KUtVUNTRnAgX5M,278153,4,F major
0.529,0.67,E,-7.713,minor,0.0354,0.00322,0.0134,0.149,0.242,97.003,5xyotByLWx3jKxHf10Wsfh,227629,4,E minor
0.678,0.523,G#,-8.17,minor,0.0341,0.383,5.46e-4,0.112,0.48,93.019,14XWxMtz3iJ0vmy5tNebyB,250101,4,G# minor
0.716,0.457,E,-4.551,minor,0.0979,0.529,2.78e-5,0.279,0.895,96.142,5NFUheRi9pdd1aisGVTc6J,191760,4,E minor
0.64,0.738,E,-7.335,minor,0.0595,0.0235,0.0295,0.133,0.28,137.027,43dmLS75wg7Dn4NcKsYaeX,213868,3,E minor
0.455,0.744,A,-8.151,minor,0.0336,0.0152,0.237,0.0957,0.142,122.918,5I1iegHLnIteuCAbSmcWt9,293627,4,A minor
0.481,0.766,C,-7.182,major,0.0271,1.66e-4,0.424,0.0751,0.216,88.025,1pIhbNZC9OSQRfDe0AKQHT,251459,4,C major
0.259,0.624,A,-6.446,minor,0.0391,0.026,0,0.377,0.374,91.96,4cW7kSQDO8cXXUmWO1lqPD,232174,4,A minor
0.513,0.765,C#,-4.906,minor,0.0374,4.14e-4,0.0785,0.153,0.616,82.965,1NijfKj7wdax7srIejJ3jU,187496,4,C# minor
0.594,0.746,C,-5.648,minor,0.0289,0.031,0.026,0.105,0.397,104.991,2Nfl1A3civsc03hHdr4Z7T,206054,4,C minor
0.665,0.62,F,-5.144,minor,0.0584,0.123,0,0.197,0.531,121.89,2YCi9lbn6SErTcNExuyrpK,255200,4,F minor
0.629,0.61,C#,-6.012,major,0.0329,0.109,0.804,0.125,0.279,113.997,446fv9EM0q8Gu0VQA9zN7U,178104,4,C# major
0.47,0.83,G,-6.549,major,0.111,0.536,0.0259,0.0964,0.597,164.961,2oqyoYLRG1iDlsvCkPwHq7,285559,3,G major
0.497,0.534,A,-13.172,major,0.0361,0.779,0.13,0.113,0.433,91.373,1hoLaUS42Z99HzVlC5rJP8,260853,4,A major
0.519,0.771,G,-4.874,major,0.0344,4.8e-4,0.359,0.079,0.597,150.938,7KbDyH7rZkCGk3mIBMEg4N,258120,4,G major
0.647,0.795,C#,-8.17,major,0.0302,5.39e-5,3.67e-6,0.434,0.544,134.978,59Ls5mTOHNlOZccnIgC2zR,187826,4,C# major
0.645,0.626,B,-6.725,minor,0.0296,0.0458,0.0806,0.073,0.678,129.983,65af9uPYcJQoZ4OHeEnWDv,307960,4,B minor
0.257,0.805,A#,-5.119,major,0.0889,0.164,0.356,0.32,0.494,87.019,5lpcCO7bpZos00QpmAlkUG,249573,4,A# major
0.32,0.314,A,-12.946,minor,0.0315,0.87,0.901,0.0832,0.381,147.894,3mcKztAGGW5QgBXfmqp73i,325760,4,A minor
0.518,0.621,F#,-7.591,minor,0.0319,0.0902,0.0106,0.121,0.18,122.049,2DFIbI5BMinkZIqstHHbjM,201267,4,F# minor
0.728,0.681,F,-8.35,minor,0.0354,0.0436,0.0165,0.627,0.505,125.989,1RQF1R1nKs1igzQIWiUBDr,238500,4,F minor
0.614,0.593,B,-6.255,minor,0.0385,7.8e-4,4.45e-4,0.0942,0.243,120.015,5hU1fxFaZHzmYGRY3LlejF,216e3,4,B minor
0.661,0.709,B,-6.616,minor,0.0266,0.337,0.0068,0.0788,0.657,93.975,43np7Vo0MSRM7xBMpoBGFe,238722,4,B minor
0.551,0.825,D,-5.813,major,0.0306,6.14e-4,0.307,0.115,0.686,107.031,1zXpHPdBAUxnOCQqFMFLk3,247280,4,D major
0.521,0.892,E,-6.623,major,0.0564,0.0229,1.37e-4,0.125,0.776,153.283,0q9X1RjvZnZJhWThRKaFnt,204139,4,E major
0.647,0.705,C,-7.566,major,0.0393,0.575,3.58e-6,0.121,0.529,136.98,3KkuBfo8LWX7wGLKfFijcz,235867,4,C major
0.61,0.767,B,-5.645,minor,0.0377,0.216,0.00308,0.113,0.376,112.978,3zO0lAxM6qIYIin4kCRKMQ,254600,4,B minor
0.663,0.552,G,-7.102,major,0.0352,0.0261,1.85e-6,0.0595,0.486,152.024,3kLye4hViug7G2y7iVe9x9,239893,4,G major
0.527,0.712,B,-6.287,major,0.0484,0.00481,1.78e-5,0.086,0.613,143.962,1jNOGPV43QTYu1SbEXUgaG,240253,4,B major
0.695,0.738,A,-6.825,major,0.0275,0.198,0.00211,0.323,0.66,102.001,4mlSKXejX6mtuRpwgVzAB4,288954,4,A major
0.477,0.691,G,-5.885,major,0.043,0.0505,8.5e-5,0.392,0.163,137.862,3w9AEl82hwHwj9BPHJlQXK,232507,4,G major
0.516,0.885,G#,-3.958,minor,0.0505,0.0351,0.00133,0.107,0.616,175.977,4UXIUeistNzMseqDtgWA6d,228707,4,G# minor
0.625,0.945,B,-4.245,minor,0.0652,0.00223,7.95e-4,0.0777,0.846,139.994,63mnZ0zF5fBwJzYg2pDo9e,183002,4,B minor
0.692,0.618,G,-6.447,minor,0.062,0.0527,2.08e-4,0.0572,0.453,167.967,14PlT32LqNoRbxk7oC4Qfh,234143,4,G minor
0.477,0.0188,D,-25.669,minor,0.0437,0.974,0.0643,0.24,0.379,142.548,3qFPNAWVGibpA0SV4Vn80F,162427,3,D minor
0.715,0.715,B,-4.971,minor,0.0485,0.245,2.41e-4,0.305,0.498,119.011,5PR0w6r5rLV5izExCkvvqj,258151,4,B minor
0.479,0.777,A,-7.436,major,0.038,0.865,0.0357,0.144,0.517,147.1,1MCXoC4RIkH5M4OLvRjiJp,203907,4,A major
0.373,0.871,B,-7.216,major,0.0776,0.314,0.418,0.63,0.403,179.651,0ll1q3aoxhA7n4hydmhvof,244824,4,B major
0.538,0.725,F,-11.119,major,0.0472,0.0321,0.646,0.149,0.531,93.038,6QeHQmy2Bk2TmTzh4CpvWx,323226,4,F major
0.473,0.691,C,-7.984,major,0.0248,0.0312,0.00404,0.147,0.421,82.118,2x24uEfWPzORC6r7FdjBFz,312280,3,C major
0.691,0.43,B,-8.501,major,0.0337,0.596,0.329,0.169,0.45,131.002,3DyCegGAvjdqw85ZE68zHJ,294920,4,B major
0.603,0.944,B,-3.626,minor,0.347,0.0481,0,0.342,0.418,130.035,7nCONy10IHp7XD3oYZ0lcx,202853,4,B minor
0.472,0.789,D,-3.744,minor,0.0385,0.568,0.0516,0.0933,0.61,75.973,62jJ95roNt8ODKMN0fVGjd,194528,4,D minor
0.564,0.426,G,-9.697,major,0.0391,0.541,0.00168,0.217,0.624,162.906,3Khizgd763J4s63Gcv6D9u,305280,4,G major
0.525,0.601,C,-9.787,major,0.0314,0.492,0.891,0.0962,0.193,93.963,2JnhmceE5dbpkRWRh5sy5C,178899,4,C major
0.635,0.561,G#,-8.127,minor,0.0275,0.101,0.00201,0.112,0.574,84.985,5E4R0wskKJS9PQUw3l3Xoj,202773,4,G# minor
0.562,0.748,D#,-5.852,major,0.0281,0.00989,0.00188,0.0793,0.46,142.057,5VXGST45fihtSA7FWCmEGf,247507,4,D# major
0.684,0.621,C,-6.781,major,0.0517,0.276,0.068,0.116,0.595,89.006,21vtyMs7mkb0ji9llNXGm4,263613,4,C major
0.539,0.667,D,-6.68,major,0.0504,0.529,0.00388,0.13,0.204,138.025,2xCpNUblqNoqG4s6uRwnRc,300773,4,D major
0.557,0.676,F#,-8.449,major,0.032,0.0104,0.0215,0.0724,0.0645,120.067,4gvAsCDZbtwnapqLATCV4u,223974,4,F# major
0.487,0.647,G,-7.414,minor,0.0254,0.0829,0.0974,0.239,0.547,83.979,5WxNeKqYtAjNGY5jvuv7sl,236587,4,G minor
0.393,0.577,A,-8.646,major,0.032,0.0677,0.627,0.134,0.155,92.066,0JKrP9LYYEmstpjRG1G8uY,372440,4,A major
0.578,0.693,D,-5.523,major,0.0482,2.94e-5,0.0346,0.104,0.401,140.729,6X4mvCzZSim0NDJaBR8ZFz,243427,4,D major
0.547,0.752,D#,-9.743,major,0.0394,0.689,0.335,0.162,0.365,99.032,1XALSFY5nrFQ9NaI2XNp9t,223764,4,D# major
0.554,0.727,A,-7.908,major,0.0425,0.573,0.781,0.193,0.769,90.027,32aYOuHE2oj9v5JdujsOJ2,260211,4,A major
0.515,0.836,D,-6.546,major,0.0379,0.048,0.217,0.12,0.412,149.988,5Yo2lyHdP1T5jHndAhXCm3,318133,4,D major
0.674,0.667,D,-7.385,major,0.0358,0.206,0.0131,0.1,0.78,151.957,5iYoNasLiEiinDUAkyPjyY,347493,4,D major
0.329,0.639,G#,-5.238,major,0.0327,0.0063,0.0247,0.194,0.121,126.011,1ImIU4tIqeG2m1IiHuEz4h,337154,4,G# major
0.442,0.606,A#,-8.416,minor,0.0349,0.14,0.777,0.373,0.275,79.965,0Z7pqqbx7iGxPN3daECtjg,249840,4,A# minor
0.76,0.701,D#,-6.393,major,0.042,0.232,0.00295,0.07,0.81,140.023,7ygO2E3yfwZVYbzaPdGzed,204467,4,D# major
0.24,0.779,F,-8.636,major,0.0467,4.39e-5,0.78,0.166,0.21,98.055,6iVLAZrZMpIgU7Fc3obizE,247e3,4,F major
0.394,0.891,A#,-3.949,major,0.0622,0.249,0.781,0.287,0.264,99.842,2V1PZ03NaqzDutnBFSB7c5,259200,4,A# major
0.593,0.697,A,-6.712,minor,0.0299,0.548,0.933,0.0727,0.213,115.905,47Vz5tdhPYi0qmTCS5UkQb,213103,4,A minor
0.685,0.846,A,-4.816,minor,0.0294,0.337,9.94e-5,0.144,0.92,83.942,2g4KPhbi3sb1O2JulSqaek,178947,4,A minor
0.488,0.805,G,-2.535,minor,0.0522,0.117,2.27e-4,0.172,0.444,100.028,6UL2p4Uutwc5fh0iVEpbCn,225146,4,G minor
0.709,0.669,B,-8.422,minor,0.0409,0.0216,0.0125,0.146,0.106,105.004,6vjWim6xU6tPjA42GxSp1U,343800,4,B minor
0.575,0.539,G,-12.542,major,0.0304,0.95,0.759,0.103,0.349,103.984,2zLCmEVHGxh2Sf2eIKLJNa,227547,4,G major
0.731,0.58,A#,-7.328,minor,0.0399,0.223,0,0.129,0.319,119.997,2IO7yf562c1zLzpanal1DT,199593,4,A# minor
0.291,0.399,G,-14.896,major,0.0288,0.339,0.858,0.0971,0.0384,108.447,0Ro81ejkX45XgOKVg4G3z5,334027,4,G major
0.489,0.437,F#,-13.791,minor,0.0692,0.957,0.93,0.246,0.671,106.13,7KDisq4SdWv9b8HMW885cC,158133,4,F# minor
0.675,0.237,C,-16.017,major,0.0833,0.569,0.826,0.0608,0.128,185.132,5actyJYo4xmSjxoKfVwFjX,247147,4,C major
0.368,0.554,D,-8.808,major,0.0375,0.0717,0.385,0.173,0.177,87.579,1PzyFZCtPb4raYnNsBNbmw,560587,4,D major
0.517,0.604,G#,-8.307,major,0.0357,0.718,0.0321,0.095,0.388,147.994,5K9gDRrPAQLMAuts77OQ7u,223877,4,G# major
0.267,0.423,G,-10.643,major,0.0315,0.69,0.77,0.107,0.102,79.429,2nsE7ASwTGtkv5gMiy8goU,355846,4,G major
0.592,0.76,C#,-9.265,major,0.0352,0.0621,0.445,0.632,0.574,130,6h6SfLw0b4KZnbEzkYt0Cs,178773,4,C# major
0.607,0.685,D#,-5.515,minor,0.0327,0.0241,1.99e-4,0.126,0.514,118.298,1Az3bddF2wGOWUmN3rSVh8,310733,4,D# minor
0.416,0.451,D,-10.316,minor,0.0639,0.747,0,0.11,0.535,205.95,0SRGzAkRLf6YLE8NC8IRx0,164760,4,D minor
0.527,0.563,E,-7.306,minor,0.0623,0.0503,1.03e-4,0.124,0.506,111.51,2j2Xxlkq04cnlSTD2jScqs,478733,4,E minor
0.72,0.756,B,-7.942,major,0.0337,0.0377,0.884,0.108,0.518,107.969,4Piz3X660g9bu8fymDOy9h,277627,4,B major
0.404,0.49,A,-7.573,major,0.0406,0.0363,0.00129,0.0638,0.149,156.098,4wjbIDkARGOF5zQygJdqMF,224123,4,A major
0.781,0.662,F#,-8.301,minor,0.0279,0.233,0.0137,0.214,0.663,106.982,2GXIN2ZOwvPBvAQHKwkhhO,208938,4,F# minor
0.906,0.574,B,-11.69,major,0.0726,0.567,0.897,0.101,0.893,109.945,6Te7aHbahkhII5YhcNG0vq,161752,4,B major
0.69,0.674,C,-6.932,minor,0.0799,0.564,0.0834,0.0544,0.651,156.995,1N2VBZEfkoLEW10iSYgXhl,240374,4,C minor
0.644,0.473,E,-6.986,major,0.029,0.641,0.771,0.129,0.288,107.995,7HrdrDCJWFRpU5eqgTJyHB,218333,4,E major
0.519,0.646,F#,-7.309,minor,0.0359,0.117,4.3e-5,0.162,0.73,132.058,1ReBFnRG82cgGs41ChSKbn,225750,4,F# minor
0.722,0.586,A#,-5.669,major,0.151,0.0764,3.14e-5,0.106,0.317,102.017,56FyrKlTk7wLdzG36iOft7,247760,4,A# major
0.543,0.907,F#,-6.698,minor,0.0427,0.36,0.622,0.0689,0.616,80.5,1bqrRn1pJWowNLA5N9L6uW,262213,1,F# minor
0.537,0.713,G,-6.25,major,0.0272,0.227,0.65,0.1,0.367,93.198,0oXwUeFAE6IR2lYhaTpxRT,189651,4,G major
0.637,0.52,C#,-11.009,major,0.0341,0.273,0.131,0.104,0.277,113.943,2DDK72WwY5ab5jWGWseVNv,329108,4,C# major
0.587,0.882,F,-4.992,minor,0.0292,5.3e-4,0.0606,0.253,0.93,113.381,2B4bCNOrtFtiIYbTFYlaje,224520,4,F minor
0.53,0.741,G,-11.017,minor,0.0307,0.577,0.813,0.0886,0.249,149.995,32Lx4KwKik3pk8u5r4QLK0,360723,4,G minor
0.474,0.837,F,-6.503,major,0.0514,0.127,0.0197,0.169,0.241,165.844,64n686YmrOhzt2CefqJ4zO,271822,4,F major
0.526,0.713,D#,-9.402,major,0.385,0.0834,5.89e-6,0.468,0.433,145.5,4jpgQnBZTO6Vv2tUqEVtUG,181136,4,D# major
0.583,0.817,B,-7.492,major,0.0314,1.19e-5,0.818,0.252,0.534,100.496,4CgHbqgnoDAu8e8rHmKiE1,234067,4,B major
0.44,0.834,A,-4.9,major,0.0403,4.11e-4,3.23e-5,0.211,0.16,117.011,4IfsAMEKYWO6LmaDoCAUKI,250800,4,A major
0.689,0.739,D,-5.81,major,0.026,1.51e-5,0.509,0.064,0.578,120.423,0q6LuUqGLUiCPP1cbdwFs3,233867,4,D major
0.511,0.691,A#,-8.043,major,0.0269,1.12e-4,0.119,0.243,0.148,135,60pkRXfdAg3yFVvNPzXL1X,377924,4,A# major
0.767,0.891,E,-6.426,major,0.0402,0.221,0.0723,0.0935,0.773,122.026,6ZWK3RKHbeJRy2O2c9GeSi,194066,4,E major
0.538,0.668,G#,-10.729,major,0.03,0.487,0.912,0.0869,0.229,128.044,6NBXshgMAvHnLgSZ1zgIwU,276500,4,G# major
0.648,0.742,E,-9.136,minor,0.034,0.0117,0.967,0.322,0.155,120.013,0bWWNiAqNWP1LxElHSwJ6C,424720,4,E minor
0.393,0.702,G#,-8.473,major,0.034,1.8e-4,0.89,0.742,0.0391,130.662,2p2V7Huf2ARIV79ARQCXXk,183320,4,G# major
0.691,0.71,A#,-6.351,minor,0.0322,0.034,0.00225,0.0903,0.332,118.006,4Z03QyhMr9NIbMwKnajzwT,425320,4,A# minor
0.376,0.801,F,-6.047,major,0.0444,0.03,0.0202,0.333,0.464,140.008,3vUvM3GjxcVsc7XSfeY6rL,329491,4,F major
0.538,0.874,B,-5.378,major,0.0329,0.0433,0.00118,0.42,0.679,134.896,49LwAJvjOP7kEZoCJihnN0,235160,4,B major
0.319,0.75,C#,-6.942,major,0.0371,7.2e-4,0.227,0.12,0.276,135.308,0nev4XL4Y6hrDsRpK4ERcU,343627,4,C# major
0.572,0.662,G#,-7.244,major,0.0275,0.0749,0.0185,0.104,0.5,120.737,7cE9EO9fFcNJQ6VLtPq8ra,301400,4,G# major
0.65,0.81,D,-6.533,major,0.0371,0.0395,0.317,0.0852,0.823,141.996,1exsKXDQJ5QqJahwMJulfr,188667,4,D major
0.429,0.588,A#,-8.111,minor,0.0322,0.0591,0.0333,0.0936,0.0578,140.076,7jvPTzlYbHpmcBGzCjlgXb,225094,4,A# minor
