playlist_name,playlist_img,track_name,track_uri,artist_name,album_name,album_img,track_added_at
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Don't Swallow the Cap,0QEHU0ZccfSXYUpF2iVUab,The National,Trouble Will Find Me,https://i.scdn.co/image/f76c15133710b5ef4ccf37039c57382ced66c262,2018-08-01T00:27:20Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Day I Die,3ysiD7ZgsPc3xgGJ59DpS7,The National,Sleep Well Beast,https://i.scdn.co/image/d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7,2018-08-01T00:27:25Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Good Arms vs Bad Arms,49sm72U5rx2JAj9nI7SxEx,Frightened Rabbit,The Midnight Organ Fight,https://i.scdn.co/image/26f52fbc64502e8b1177eaf3bbe4e14aa3291430,2018-08-01T00:28:07Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,They Move on Tracks of Never-Ending Light,3cIG78oBauowzEbkBwWADN,This Will Destroy You,S/T,https://i.scdn.co/image/1da58dce8130ba8054ab7d5b2acac39a38cf8c23,2018-08-01T00:28:24Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Hands - Pool Cosby Remix,4thSyFvS3TQp5lt4x4aG4t,Tiger Darrow,Hands (Pool Cosby Remix),https://i.scdn.co/image/1653e7c5bc577ffc93f382eac4844676d9405599,2018-08-01T00:28:46Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Possible Deaths,7xcNyuhyx9Wdtdltu96t7J,Typhoon,White Lighter,https://i.scdn.co/image/16cdfde16404ad6e09f9acfdff878fba60a4dcb5,2018-08-01T00:28:53Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Rorschach,1rjZcJaoQMXY2sGfPAZ7K8,Typhoon,Offerings,https://i.scdn.co/image/8eba1bb4c98cbb68637f2ff1b03cfc93f91afb8b,2018-08-01T00:28:58Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Remember,6mQCqK9peWQLiCtie0kGiV,Typhoon,Offerings,https://i.scdn.co/image/8eba1bb4c98cbb68637f2ff1b03cfc93f91afb8b,2018-08-01T00:28:59Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Sleeping Sickness,2SBFyml6gSXByXMRfW6UYi,City and Colour,Bring Me Your Love,https://i.scdn.co/image/ffc5e3e37e5666c741bcb9dca11869481a84aaa2,2018-08-01T00:31:35Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,Harvard,2eTioKDu4klzCrcceLOn5d,Diet Cig,Over Easy,https://i.scdn.co/image/3812b341146fe0883f533f3a751d882dacc48338,2018-08-01T00:32:02Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,The Gravel Road - Score,5ynPIIbdGo2OBoX9vcnUo5,James Newton Howard,The Village,https://i.scdn.co/image/d7ac9b1929b588c7f3c4346664d7e33aae32fedb,2018-08-01T00:27:39Z
sad/moody things,https://mosaic.scdn.co/640/1da58dce8130ba8054ab7d5b2acac39a38cf8c2326f52fbc64502e8b1177eaf3bbe4e14aa3291430d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7f76c15133710b5ef4ccf37039c57382ced66c262,The Oil Slick,1rBO7O2kX5FZPMCOlXHMaH,Frightened Rabbit,Pedestrian Verse,https://i.scdn.co/image/816d48bf56fb39cd0456b48f1f0b61340aeba37c,2018-08-01T00:41:58Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Goodnight Moon,2rvo9Ddv18aRV0OJldhWTf,Boogie Belgique,Volta,https://i.scdn.co/image/17637e96b28f9a65da871a5ff60ec30e573030aa,2018-07-31T22:56:08Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Lullaby,4eQKQ5ZO4UlSUzskVqFU0d,Proleter,Bubbles,https://i.scdn.co/image/b779fa375d3b69f4034e7644861acf7da7c6b279,2018-07-31T22:54:34Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Imaginary Folklore,7xNpCuqDKASx2f64nkhzNm,clammbon,2nd Collection,https://i.scdn.co/image/c515c50b745dc1b30de73f2e47ea34e281e9d35e,2018-07-31T21:27:02Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Source,1Z5GCYgzsBxb9VUUVQRG2E,Tycho,Epoch,https://i.scdn.co/image/638bcdbe536ee0d427f6f5797e31687bb07a10a5,2018-07-31T21:30:59Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Field,3ozCQsJ9IA0v3ZlpE21UzK,Tycho,Epoch,https://i.scdn.co/image/638bcdbe536ee0d427f6f5797e31687bb07a10a5,2018-07-31T21:32:27Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Birds & Planes,3T3Q1rJEms0FbFujPcjiP7,Girls Who Care,Light Sleeper,https://i.scdn.co/image/13bfa843bb247e62d54fb0b66c9abae365ad3651,2018-07-31T22:23:32Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Cruel World,0iByHgOtRyd96SFdlXP2Xc,Active Child,Cruel World,https://i.scdn.co/image/8377a07667acc81681a1a69e9401a6e5f8db090a,2018-07-31T22:24:35Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,The Times I'm Not There,30lXd6GBXld0XQyOKE1Ku9,NE-HI,The Times I'm Not There,https://i.scdn.co/image/bce91d530b37a0f5c32049784e56864d1bbe083a,2018-07-31T22:30:02Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Day I Die,3ysiD7ZgsPc3xgGJ59DpS7,The National,Sleep Well Beast,https://i.scdn.co/image/d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7,2018-08-01T00:22:18Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,April Showers,04KsMCb9PZE2S0AtUU8Jhb,Proleter,Curses from Past Times EP,https://i.scdn.co/image/d1d40cb859927d5e23a0e3a571efb10f06e3af36,2018-08-01T17:00:05Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Every Time,3MDkws8QGzLrMrWVAbzoXO,Boogie Belgique,Volta,https://i.scdn.co/image/17637e96b28f9a65da871a5ff60ec30e573030aa,2018-08-01T22:30:14Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Sooner or Later,3Y882N5fmoDUlLmsxKC13G,Arms and Sleepers,Time Will Tell,https://i.scdn.co/image/08ebcc2cf4d22682d569324e084e12bc1297f0b3,2018-08-01T22:53:59Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Kepesh,0ILSCyzNLMeLTegxt0joQX,Arms and Sleepers,The Organ Hearts,https://i.scdn.co/image/c3b293aaf1a92f22f39701cdef3d4e74423a4cad,2018-08-01T23:05:20Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Marta,5tFslwgjPUgLYPl1AlhVSI,il:lo,Places,https://i.scdn.co/image/4a05c55430ea0ed49243b86661af2094f3b1fd27,2018-08-01T23:11:14Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Found You,3AQWlrP7KVq9LIsO0vd0cm,Django Django,Born Under Saturn,https://i.scdn.co/image/1ad029e5a1ba579757326ec47b3894b7e22273f5,2018-08-01T23:17:37Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Can't Forget You,39D1VUkSvM4AqBZawjkQZz,RAC,Can't Forget You,https://i.scdn.co/image/e025b986e68ea20dc7d47636c090ff64f0eed530,2018-08-03T19:08:14Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Peaches (RAC Mix),0bLtxdxgNui9sLZKkk2sou,CRAY,Peaches (RAC Mix),https://i.scdn.co/image/7d0ca1b9236c4f7fedf7a2fc7cbbfdb848796942,2018-08-03T19:10:29Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Better Views,5PE2TkQKrgcLZupVGe5Pxu,Yellow House,Better Views,https://i.scdn.co/image/74b86ee1beab757466d15bdf0e92805c1dd6ba4d,2018-08-06T23:52:19Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Hymn for the Greatest Generation,3ofrLJrQjMPuEBQddeAbZn,Caspian,Hymn for the Greatest Generation,https://i.scdn.co/image/7ca08412bf40dee98fb68dc2b9b6499de8b5944d,2018-08-06T23:59:04Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Halls of the Summer - Lazerbeak Remix,1xxfjPQ3QUeL15krGncaqb,Caspian,Hymn for the Greatest Generation,https://i.scdn.co/image/7ca08412bf40dee98fb68dc2b9b6499de8b5944d,2018-08-07T00:00:44Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Signal,7fBRThswHqbzvIwL65hcPx,Sylvan Esso,What Now,https://i.scdn.co/image/1f68b69e2fdbb7659575b402525285206c68dbf8,2018-08-09T07:17:19Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Everyday Is a New Start,1HcosQ3arh4qJnqKwlhTKi,Sun Glitters,Diving into Reality,https://i.scdn.co/image/7f3b86ebb4d769990ac6c6b0048f7459e0a61630,2018-08-09T08:34:55Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,The High Road,5cwN1htZyoWqZCc33f3RfE,Broken Bells,Broken Bells,https://i.scdn.co/image/9fba3bc37163af7332e9346a83a1914b0a0128bd,2018-08-11T19:55:03Z
August '18,https://mosaic.scdn.co/640/17637e96b28f9a65da871a5ff60ec30e573030aa638bcdbe536ee0d427f6f5797e31687bb07a10a5b779fa375d3b69f4034e7644861acf7da7c6b279c515c50b745dc1b30de73f2e47ea34e281e9d35e,Scud Running,43jdGe5Yw9gHhcm0wBzZ2o,Prawn,Kingfisher,https://i.scdn.co/image/8c0b265673be28d5e84ba32603b9343aff0144c5,2018-08-12T02:30:41Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Sittin Here,0eEtvptSMs3Ib3llWU7FEg,Supermassive,Major Major,https://i.scdn.co/image/fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,2018-06-28T18:41:49Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,itsallwaves,7BYeUTiDitsr6H7FFzuRJL,Enemies,Valuables,https://i.scdn.co/image/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb,2018-06-28T19:31:14Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Midway,4RFQqoOFw0pdropkjrPnh3,Bad Bad Hats,Psychic Reader,https://i.scdn.co/image/85474eed2da5e74c4c8ea543c995d90a15eff468,2018-06-30T00:27:17Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Lines,268V0Smf1rkcfKH40eVlHt,The Hics,Tangle - EP,https://i.scdn.co/image/ab29da66e7e38c7dc092bb7fdab796873ff8ff80,2018-07-09T07:43:20Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Suddenly,77iRifbhkJGvGBBRNykUwN,Drugdealer,The End Of Comedy,https://i.scdn.co/image/abc1f946f5074503988063997bb137102b79a173,2018-07-13T06:58:37Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,The Gravel Road - Score,5ynPIIbdGo2OBoX9vcnUo5,James Newton Howard,The Village,https://i.scdn.co/image/d7ac9b1929b588c7f3c4346664d7e33aae32fedb,2018-07-16T23:42:07Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,We'll Never Know the Place,7gUVFFMWw9NPCLjir0zb7r,Fever the Ghost,Crab in Honey,https://i.scdn.co/image/574e2843dc05101eb74f9f4dd9844d880578fc79,2018-07-17T00:06:21Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Kith and Kin,1NLpIKoNSE3bcbAzfU5h56,Brontide,Artery,https://i.scdn.co/image/7201006157e91fff7c741c229c95360db4739eda,2018-07-16T23:49:21Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,sHOULD hAvE kNOwN,1K5E4XSQORK2DfeXp0liK9,Nnamdi Ogbonnaya,DROOL,https://i.scdn.co/image/a0f75f9894e811153c28fcb6721eb413e262f320,2018-07-17T00:18:11Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Bone Dance - Audiotree Live Version,4xY2NrwIyXByT8x0EIgh1Y,Oketo,Oketo on Audiotree Live,https://i.scdn.co/image/87b1ecc226ac534c8df6a56a78affc5a6156f9cc,2018-07-20T00:46:15Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Ornette's Swan Song,3oU1zcfMeDUGKU3fI3ENpK,Milo,Who Told You To Think??!!?!?!?!,https://i.scdn.co/image/e652e9fd6c97fafbfdc0dc72c0faeebea223c64a,2018-07-20T00:54:43Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Never Cry Wolf (feat. Reva DeVito),0YCzM8xRb7AASZSfHnHtSc,Dark Time Sunshine,ANX,https://i.scdn.co/image/9cdcab5b499637d18547f3eca5d256ba680269fd,2018-07-24T20:31:51Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Sentimental Trash,1HfxvQqTm3T3FfMH5otcMg,Sweet Valley,Eternal Champ,https://i.scdn.co/image/9560785b12d936d1768b5bb6da80e0d39f5af7b2,2018-07-24T20:36:18Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Everyone's Asleep in the House but Me,4yPST7G2hLaKRAQmrrCvMr,Owen,Ghost Town,https://i.scdn.co/image/2d12cd3e84fe3340666d2171d7787675a2635fe2,2018-07-24T20:37:42Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Tibetan Pop Stars,3MVL733KX2m9G76qPnTttk,Hop Along,Get Disowned,https://i.scdn.co/image/839a4040a3c3279ca2dc58e4751575778f2b2484,2018-07-24T20:40:26Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Rose's Thorn,2hlqCFahLVgdBIbY3yTrAb,TOKiMONSTA,Lune Rouge,https://i.scdn.co/image/e7bb69af413de4629f58d2dce1bc3038b1063313,2018-07-24T20:45:13Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Parking Lot,5zyySSTcBpXQ8gSbuONRH7,Anderson .Paak,Malibu,https://i.scdn.co/image/fdce21f4a373a44f831f71f70cbbd02360b676c9,2018-07-24T20:46:21Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,6 & 5,1sNurSzezRs4DT8icqzQXl,Vasudeva,No Clearance,https://i.scdn.co/image/f10e8ef7ff2fc38c517ecd2e87622d9b5b4dbb85,2018-07-24T20:47:29Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Clasped Hands,7yk5D0dL772D2gWePica6W,Blithe Field,Warm Blood,https://i.scdn.co/image/e80c09a7e54f4006c0968b19a7041342d0c0534a,2018-07-24T20:49:42Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Day I Die,3ysiD7ZgsPc3xgGJ59DpS7,The National,Sleep Well Beast,https://i.scdn.co/image/d2efe4a0f3e05f9900b3865dce98d10fbeaba0b7,2018-07-24T20:51:29Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,You and Me,2RuOeqFMhuYLVGbgGPQx2l,Shallou,Souls,https://i.scdn.co/image/a7a30195457a580708db9c253b4ae6aebe337cf8,2018-07-24T20:51:45Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Brazil,4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,What Do You Think About the Car?,https://i.scdn.co/image/dc9d2b0cf38e51fb3f7e58ca372bdda2b8b8daca,2018-07-24T20:52:02Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Just A Boy,04WIwudlhPrExXuOAx9n3d,Angus & Julia Stone,A Book Like This,https://i.scdn.co/image/8db4dbe389138c400542841ec43c818a7fb0aa99,2018-07-24T20:53:16Z
July '18,https://mosaic.scdn.co/640/02b58e6d7209874a64ae1e990a8ec9c1ab442aeb85474eed2da5e74c4c8ea543c995d90a15eff468ab29da66e7e38c7dc092bb7fdab796873ff8ff80fac41d98ddbdcf5cd07b6f1ced8f6032e9e0a284,Out of Mind,5Jl1QnoXsEsRJOOoXHApab,DIIV,Is the Is Are,https://i.scdn.co/image/fc4b11552dc747fb284af7a01cbf45e2012e0eb8,2018-07-24T20:53:22Z
