year,race,networth,pctle,diff,nw07
2010,Hispanic,9859.53256466189,41,-4268.25065440441,14127.7832190663
2013,Hispanic,8805.63372093023,41,-5322.14949813607,14127.7832190663
2016,Hispanic,12900,41,-1227.7832190662994,14127.7832190663
2007,Hispanic,14938.3937316357,42,0,14938.3937316357
2010,Hispanic,10500.6232471175,42,-4437.7704845182,14938.3937316357
2013,Hispanic,8949.98837209302,42,-5988.405359542681,14938.3937316357
2016,Hispanic,13700,42,-1238.3937316357005,14938.3937316357
2007,Hispanic,16443.8132549788,43,0,16443.8132549788
2010,Hispanic,10887.4883141165,43,-5556.3249408623,16443.8132549788
2013,Hispanic,9383.0523255814,43,-7060.760929397398,16443.8132549788
2016,Hispanic,14120,43,-2323.813254978799,16443.8132549788
2007,Hispanic,18597.7211883774,44,0,18597.7211883774
2010,Hispanic,11495.4191336865,44,-7102.302054690899,18597.7211883774
2013,Hispanic,9898.60465116279,44,-8699.11653721461,18597.7211883774
2016,Hispanic,15670,44,-2927.7211883774,18597.7211883774
2007,Hispanic,19107.2477962782,45,0,19107.2477962782
2010,Hispanic,12689.1741975693,45,-6418.073598708899,19107.2477962782
2013,Hispanic,10517.2674418605,45,-8589.9803544177,19107.2477962782
2016,Hispanic,16100,45,-3007.2477962781995,19107.2477962782
2007,Hispanic,20925.3313744695,46,0,20925.3313744695
2010,Hispanic,13098.1458398255,46,-7827.185534644001,20925.3313744695
2013,Hispanic,10898.7761627907,46,-10026.5552116788,20925.3313744695
2016,Hispanic,16800,46,-4125.331374469501,20925.3313744695
2007,Hispanic,21886.4838393732,47,0,21886.4838393732
2010,Hispanic,13916.0891243378,47,-7970.3947150354,21886.4838393732
2013,Hispanic,11527.75,47,-10358.733839373199,21886.4838393732
2016,Hispanic,17500,47,-4386.483839373199,21886.4838393732
2007,Hispanic,22870.796604636,48,0,22870.796604636
2010,Hispanic,14700.8725459645,48,-8169.924058671502,22870.796604636
2013,Hispanic,12445.4331395349,48,-10425.363465101102,22870.796604636
2016,Hispanic,18400,48,-4470.796604636002,22870.796604636
2007,Hispanic,24005.651322233105,49,0,24005.651322233105
2010,Hispanic,15673.5618572764,49,-8332.089464956705,24005.651322233105
2013,Hispanic,13620.892441860498,49,-10384.758880372607,24005.651322233105
2016,Hispanic,19200,49,-4805.651322233105,24005.651322233105
2007,Hispanic,24329.8955272609,50,0,24329.8955272609
2010,Hispanic,16579.9314428171,50,-7749.9640844438,24329.8955272609
2013,Hispanic,14157.0668604651,50,-10172.828666795798,24329.8955272609
2016,Hispanic,21430,50,-2899.8955272608982,24329.8955272609
2007,Hispanic,26286.9409076069,51,0,26286.9409076069
2010,Hispanic,17795.793081957,51,-8491.1478256499,26286.9409076069
2013,Hispanic,15208.7936046512,51,-11078.147302955698,26286.9409076069
2016,Hispanic,22480,51,-3806.9409076068987,26286.9409076069
2007,Hispanic,29320.9402546523,52,0,29320.9402546523
2010,Hispanic,19068.0264880025,52,-10252.913766649803,29320.9402546523
2013,Hispanic,15982.1220930233,52,-13338.818161629002,29320.9402546523
2016,Hispanic,24340,52,-4980.9402546523015,29320.9402546523
2007,Hispanic,31382.2069866144,53,0,31382.2069866144
2010,Hispanic,20448.5821128077,53,-10933.6248738067,31382.2069866144
2013,Hispanic,16941.0494186047,53,-14441.157568009701,31382.2069866144
2016,Hispanic,26600,53,-4782.206986614401,31382.2069866144
2007,Hispanic,32192.817499183795,54,0,32192.817499183795
2010,Hispanic,21001.246494235005,54,-11191.57100494879,32192.817499183795
2013,Hispanic,18405.2180232558,54,-13787.599475927997,32192.817499183795
2016,Hispanic,28400,54,-3792.817499183795,32192.817499183795
2007,Hispanic,35898.4655566438,55,0,35898.4655566438
2010,Hispanic,22327.6410096603,55,-13570.824546983502,35898.4655566438
2013,Hispanic,19436.3226744186,55,-16462.142882225202,35898.4655566438
2016,Hispanic,30100,55,-5798.465556643801,35898.4655566438
2007,Hispanic,39719.9151158994,56,0,39719.9151158994
2010,Hispanic,24704.0978497974,56,-15015.817266102,39719.9151158994
2013,Hispanic,20529.2936046512,56,-19190.6215112482,39719.9151158994
2016,Hispanic,32980,56,-6739.915115899399,39719.9151158994
2007,Hispanic,44120.3721841332,57,0,44120.3721841332
2010,Hispanic,27135.8211280773,57,-16984.5510560559,44120.3721841332
2013,Hispanic,22643.0581395349,57,-21477.3140445983,44120.3721841332
2016,Hispanic,36770,57,-7350.372184133201,44120.3721841332
2007,Hispanic,49099.8367613451,58,0,49099.8367613451
2010,Hispanic,28406.9492053599,58,-20692.8875559852,49099.8367613451
2013,Hispanic,23819.5485465116,58,-25280.288214833497,49099.8367613451
2016,Hispanic,38950,58,-10149.836761345097,49099.8367613451
2007,Hispanic,53847.6983349657,59,0,53847.6983349657
2010,Hispanic,30728.1396073543,59,-23119.558727611402,53847.6983349657
2013,Hispanic,25375.4854651163,59,-28472.2128698494,53847.6983349657
2016,Hispanic,43200,59,-10647.698334965702,53847.6983349657
2007,Hispanic,58931.3842637937,60,0,58931.3842637937
2010,Hispanic,34044.1258959177,60,-24887.258367876,58931.3842637937
2013,Hispanic,28200.7122093023,60,-30730.6720544914,58931.3842637937
2016,Hispanic,47340,60,-11591.384263793698,58931.3842637937
2007,Hispanic,62440.1697682011,61,0,62440.1697682011
2010,Hispanic,37105.8865690246,61,-25334.283199176498,62440.1697682011
2013,Hispanic,29592.7034883721,61,-32847.466279829,62440.1697682011
2016,Hispanic,51700,61,-10740.1697682011,62440.1697682011
2007,Hispanic,66701.6650342801,62,0,66701.6650342801
2010,Hispanic,39404.9703957619,62,-27296.694638518202,66701.6650342801
2013,Hispanic,31252.7819767442,62,-35448.8830575359,66701.6650342801
2016,Hispanic,56890,62,-9811.6650342801,66701.6650342801
2007,Hispanic,72954.9461312439,63,0,72954.9461312439
2010,Hispanic,42113.0258647554,63,-30841.920266488494,72954.9461312439
2013,Hispanic,34748.226744186,63,-38206.71938705789,72954.9461312439
2016,Hispanic,60900,63,-12054.946131243894,72954.9461312439
2007,Hispanic,81790.6007182501,64,0,81790.6007182501
2010,Hispanic,45207.9464007479,64,-36582.65431750221,81790.6007182501
2013,Hispanic,38212.738372093,64,-43577.862346157104,81790.6007182501
2016,Hispanic,63700,64,-18090.600718250105,81790.6007182501
2007,Hispanic,84187.6918054195,65,0,84187.6918054195
2010,Hispanic,46810.6731068869,65,-37377.0186985326,84187.6918054195
2013,Hispanic,41656.6279069767,65,-42531.0638984428,84187.6918054195
2016,Hispanic,67020,65,-17167.691805419498,84187.6918054195
2007,Hispanic,86040.5158341495,66,0,86040.5158341495
2010,Hispanic,49839.2739171081,66,-36201.2419170414,86040.5158341495
2013,Hispanic,44471.5436046512,66,-41568.9722294983,86040.5158341495
2016,Hispanic,70100,66,-15940.515834149497,86040.5158341495
2007,Hispanic,95976.2846882142,67,0,95976.2846882142
2010,Hispanic,56813.8984107198,67,-39162.38627749441,95976.2846882142
2013,Hispanic,48358.8081395349,67,-47617.476548679304,95976.2846882142
2016,Hispanic,74080,67,-21896.284688214204,95976.2846882142
2007,Hispanic,106884.786157362,68,0,106884.786157362
2010,Hispanic,60903.614833281405,68,-45981.1713240806,106884.786157362
2013,Hispanic,51761.4534883721,68,-55123.332668989904,106884.786157362
2016,Hispanic,78420,68,-28464.786157362003,106884.786157362
2007,Hispanic,111980.05223637,69,0,111980.05223637
2010,Hispanic,63854.842630102794,69,-48125.209606267206,111980.05223637
2013,Hispanic,55834.3168604651,69,-56145.7353759049,111980.05223637
2016,Hispanic,81900,69,-30080.05223637,111980.05223637
2007,Hispanic,116843.715311786,70,0,116843.715311786
2010,Hispanic,67480.3209722655,70,-49363.3943395205,116843.715311786
2013,Hispanic,60525.8430232558,70,-56317.8722885302,116843.715311786
2016,Hispanic,84900,70,-31943.715311786,116843.715311786
2007,Hispanic,131330.483186419,71,0,131330.483186419
2010,Hispanic,74609.6914926769,71,-56720.79169374211,131330.483186419
2013,Hispanic,65784.476744186,71,-65546.006442233,131330.483186419
2016,Hispanic,91005,71,-40325.483186419006,131330.483186419
2007,Hispanic,137444.802481228,72,0,137444.802481228
2010,Hispanic,78920.4736678093,72,-58524.32881341869,137444.802481228
2013,Hispanic,71043.1104651163,72,-66401.69201611169,137444.802481228
2016,Hispanic,94480,72,-42964.80248122799,137444.802481228
2007,Hispanic,149152.334312765,73,0,149152.334312765
2010,Hispanic,83673.3873480835,73,-65478.94696468148,149152.334312765
2013,Hispanic,74827.2645348837,73,-74325.06977788129,149152.334312765
2016,Hispanic,101200,73,-47952.334312764986,149152.334312765
2007,Hispanic,158358.553705517,74,0,158358.553705517
2010,Hispanic,90139.5606107822,74,-68218.9930947348,158358.553705517
2013,Hispanic,82663.6598837209,74,-75694.8938217961,158358.553705517
2016,Hispanic,105530,74,-52828.553705517,158358.553705517
2007,Hispanic,175219.25236696,75,0,175219.25236696
2010,Hispanic,98573.2190713618,75,-76646.03329559819,175219.25236696
2013,Hispanic,88932.7761627907,75,-86286.47620416929,175219.25236696
2016,Hispanic,108e3,75,-67219.25236695999,175219.25236696
2007,Hispanic,180766.144302971,76,0,180766.144302971
2010,Hispanic,101701.29947024,76,-79064.84483273099,180766.144302971
2013,Hispanic,93057.1947674419,76,-87708.94953552909,180766.144302971
2016,Hispanic,112150,76,-68616.14430297099,180766.144302971
2007,Hispanic,191651.48547176,77,0,191651.48547176
2010,Hispanic,103569.30507946401,77,-88082.180392296,191651.48547176
2013,Hispanic,98779.8255813953,77,-92871.65989036471,191651.48547176
2016,Hispanic,119720,77,-71931.48547176001,191651.48547176
2007,Hispanic,201957.81913157,78,0,201957.81913157
2010,Hispanic,108322.218759738,78,-93635.600371832,201957.81913157
2013,Hispanic,102079.360465116,78,-99878.458666454,201957.81913157
2016,Hispanic,128960,78,-72997.81913157,201957.81913157
2007,Hispanic,210295.527260855,79,0,210295.527260855
2010,Hispanic,112634.10626363402,79,-97661.42099722096,210295.527260855
2013,Hispanic,108286.610465116,79,-102008.91679573899,210295.527260855
2016,Hispanic,133300,79,-76995.52726085499,210295.527260855
2007,Hispanic,224597.012732615,80,0,224597.012732615
2010,Hispanic,119154.440635712,80,-105442.572096903,224597.012732615
2013,Hispanic,120072.136627907,80,-104524.87610470799,224597.012732615
2016,Hispanic,138890,80,-85707.012732615,224597.012732615
2007,Hispanic,230444.988573294,81,0,230444.988573294
2010,Hispanic,128650.320037395,81,-101794.66853589899,230444.988573294
2013,Hispanic,131568.953488372,81,-98876.03508492198,230444.988573294
2016,Hispanic,145500,81,-84944.98857329399,230444.988573294
2007,Hispanic,249610.13712047,82,0,249610.13712047
2010,Hispanic,135181.707697102,82,-114428.42942336798,249610.13712047
2013,Hispanic,145179.534883721,82,-104430.602236749,249610.13712047
2016,Hispanic,154520,82,-95090.13712047,249610.13712047
2007,Hispanic,272828.338230493,83,0,272828.338230493
2010,Hispanic,144355.936428794,83,-128472.40180169902,272828.338230493
2013,Hispanic,156831.01744186,83,-115997.32078863302,272828.338230493
2016,Hispanic,159900,83,-112928.33823049301,272828.338230493
2007,Hispanic,305820.186092067,84,0,305820.186092067
2010,Hispanic,155895.568712995,84,-149924.61737907198,305820.186092067
2013,Hispanic,173256.514534884,84,-132563.671557183,305820.186092067
2016,Hispanic,17e4,84,-135820.186092067,305820.186092067
2007,Hispanic,336634.965719882,85,0,336634.965719882
2010,Hispanic,164616.612651916,85,-172018.353067966,336634.965719882
2013,Hispanic,180958.86627907,85,-155676.099440812,336634.965719882
2016,Hispanic,187e3,85,-149634.965719882,336634.965719882
2007,Hispanic,358648.831211231,86,0,358648.831211231
2010,Hispanic,169115.300716734,86,-189533.530494497,358648.831211231
2013,Hispanic,199724.970930233,86,-158923.86028099802,358648.831211231
2016,Hispanic,201e3,86,-157648.831211231,358648.831211231
2007,Hispanic,369985.798237023,87,0,369985.798237023
2010,Hispanic,178223.209722655,87,-191762.588514368,369985.798237023
2013,Hispanic,206839.593023256,87,-163146.205213767,369985.798237023
2016,Hispanic,220950,87,-149035.798237023,369985.798237023
2007,Hispanic,392103.885079987,88,0,392103.885079987
2010,Hispanic,184589.903396697,88,-207513.98168329,392103.885079987
2013,Hispanic,224533.348837209,88,-167570.536242778,392103.885079987
2016,Hispanic,242900,88,-149203.885079987,392103.885079987
2007,Hispanic,440740.51583415,89,0,440740.51583415
2010,Hispanic,205259.551262075,89,-235480.96457207503,440740.51583415
2013,Hispanic,243443.808139535,89,-197296.70769461503,440740.51583415
2016,Hispanic,261200,89,-179540.51583415002,440740.51583415
2007,Hispanic,540445.608880183,90,0,540445.608880183
2010,Hispanic,225619.707073855,90,-314825.901806328,540445.608880183
2013,Hispanic,260972.587209302,90,-279473.02167088096,540445.608880183
2016,Hispanic,301e3,90,-239445.60888018296,540445.608880183
2007,Hispanic,571480.41136141,91,0,571480.41136141
2010,Hispanic,248146.307260829,91,-323334.104100581,571480.41136141
2013,Hispanic,294895.930232558,91,-276584.48112885206,571480.41136141
2016,Hispanic,331e3,91,-240480.41136141005,571480.41136141
2007,Hispanic,654394.286647078,92,0,654394.286647078
2010,Hispanic,281306.170146463,92,-373088.116500615,654394.286647078
2013,Hispanic,318559.781976744,92,-335834.504670334,654394.286647078
2016,Hispanic,368110,92,-286284.286647078,654394.286647078
2007,Hispanic,676813.457394711,93,0,676813.457394711
2010,Hispanic,322534.933000935,93,-354278.52439377597,676813.457394711
2013,Hispanic,332118.808139535,93,-344694.64925517596,676813.457394711
2016,Hispanic,422420,93,-254393.45739471097,676813.457394711
2007,Hispanic,731981.292850147,94,0,731981.292850147
2010,Hispanic,370064.069803677,94,-361917.22304647,731981.292850147
2013,Hispanic,359803.968023256,94,-372177.324826891,731981.292850147
2016,Hispanic,493600,94,-238381.292850147,731981.292850147
2007,Hispanic,879512.406137773,95,0,879512.406137773
2010,Hispanic,426281.090682456,95,-453231.315455317,879512.406137773
2013,Hispanic,391407.325581395,95,-488105.08055637794,879512.406137773
2016,Hispanic,580240,95,-299272.40613777295,879512.406137773
2007,Hispanic,949097.528566765,96,0,949097.528566765
2010,Hispanic,499840.719850421,96,-449256.808716344,949097.528566765
2013,Hispanic,444302.994186047,96,-504794.534380718,949097.528566765
2016,Hispanic,705960,96,-243137.52856676502,949097.528566765
2007,Hispanic,1159369.89552726,97,0,1159369.89552726
2010,Hispanic,581811.900903708,97,-577557.994623552,1159369.89552726
2013,Hispanic,495858.226744186,97,-663511.6687830739,1159369.89552726
2016,Hispanic,817500,97,-341869.8955272599,1159369.89552726
2007,Hispanic,1355641.86092067,98,0,1355641.86092067
2010,Hispanic,881389.155500156,98,-474252.705420514,1355641.86092067
2013,Hispanic,742910.901162791,98,-612730.959757879,1355641.86092067
2016,Hispanic,1275200,98,-80441.86092066998,1355641.86092067
2007,Hispanic,2252339.20992491,99,0,2252339.20992491
2010,Hispanic,1299756.09224057,99,-952583.1176843401,2252339.20992491
2013,Hispanic,1154115.43604651,99,-1098223.7738784002,2252339.20992491
2016,Hispanic,2550500,99,298160.7900750898,2252339.20992491
2007,Hispanic,98116041.6780934,100,0,98116041.6780934
2010,Hispanic,94785257.40105948,100,-3330784.277033925,98116041.6780934
2013,Hispanic,90943842.6744186,100,-7172199.003674805,98116041.6780934
2016,Hispanic,8613e4,100,-11986041.678093404,98116041.6780934
2007,Other,-14243.5847208619,1,0,-14243.5847208619
2010,Other,-226802.40885010903,1,-212558.82412924714,-14243.5847208619
2013,Other,-59649.4040697674,1,-45405.8193489055,-14243.5847208619
2016,Other,-16e4,1,-145756.4152791381,-14243.5847208619
2007,Other,-9669.4253999347,2,0,-9669.4253999347
2010,Other,-104619.367404176,2,-94949.9420042413,-9669.4253999347
2013,Other,-40831.744186046504,2,-31162.318786111806,-9669.4253999347
2016,Other,-71420,2,-61750.5746000653,-9669.4253999347
2007,Other,-7758.70062030689,3,0,-7758.70062030689
2010,Other,-46865.9395450296,3,-39107.23892472271,-7758.70062030689
2013,Other,-33200.5386627907,3,-25441.83804248381,-7758.70062030689
2016,Other,-63800,3,-56041.29937969311,-7758.70062030689
2007,Other,-1875.98432908913,4,0,-1875.98432908913
2010,Other,-37017.4602679963,4,-35141.47593890717,-1875.98432908913
2013,Other,-23478.2529069767,4,-21602.26857788757,-1875.98432908913
2016,Other,-45e3,4,-43124.01567091087,-1875.98432908913
2007,Other,11.5801501795625,5,0,11.5801501795625
2010,Other,-27633.2190713618,5,-27644.79922154136,11.5801501795625
2013,Other,-17838.1104651163,5,-17849.69061529586,11.5801501795625
2016,Other,-33500,5,-33511.580150179565,11.5801501795625
2007,Other,57.9007508978126,6,0,57.9007508978126
2010,Other,-17121.5425366158,6,-17179.443287513615,57.9007508978126
2013,Other,-10290.4244186047,6,-10348.325169502512,57.9007508978126
2016,Other,-17800,6,-17857.900750897814,57.9007508978126
2007,Other,115.801501795625,7,0,115.801501795625
2010,Other,-10533.7831100031,7,-10649.584611798726,115.801501795625
2013,Other,-7228.04360465116,7,-7343.845106446785,115.801501795625
2016,Other,-13770,7,-13885.801501795626,115.801501795625
2007,Other,127.381651975188,8,0,127.381651975188
2010,Other,-5858.2424431287,8,-5985.624095103888,127.381651975188
2013,Other,-3093.3139534883703,8,-3220.6956054635584,127.381651975188
2016,Other,-6440,8,-6567.381651975188,127.381651975188
2007,Other,358.984655566438,9,0,358.984655566438
2010,Other,0,9,-358.984655566438,358.984655566438
2013,Other,-2062.20930232558,9,-2421.1939578920183,358.984655566438
2016,Other,-5300,9,-5658.984655566438,358.984655566438
2007,Other,1158.01501795625,10,0,1158.01501795625
2010,Other,0,10,-1158.01501795625,1158.01501795625
2013,Other,-824.883720930233,10,-1982.898738886483,1158.01501795625
2016,Other,-3160,10,-4318.01501795625,1158.01501795625
2007,Other,3033.99934704538,11,0,3033.99934704538
2010,Other,243.172327827984,11,-2790.827019217396,3033.99934704538
2013,Other,-721.773255813953,11,-3755.7726028593333,3033.99934704538
2016,Other,-370,11,-3403.99934704538,3033.99934704538
2007,Other,5118.42637936663,12,0,5118.42637936663
2010,Other,552.664381427236,12,-4565.761997939394,5118.42637936663
2013,Other,1.03110465116279,12,-5117.395274715467,5118.42637936663
2016,Other,0,12,-5118.42637936663,5118.42637936663
2007,Other,6114.31929480901,13,0,6114.31929480901
2010,Other,994.795886569025,13,-5119.523408239985,6114.31929480901
2013,Other,412.441860465116,13,-5701.877434343894,6114.31929480901
2016,Other,240,13,-5874.31929480901,6114.31929480901
2007,Other,7874.50212210251,14,0,7874.50212210251
2010,Other,1547.46026799626,14,-6327.04185410625,7874.50212210251
2013,Other,2887.09302325581,14,-4987.4090988467,7874.50212210251
2016,Other,420,14,-7454.50212210251,7874.50212210251
2007,Other,9843.12765262814,15,0,9843.12765262814
2010,Other,2431.72327827984,15,-7411.4043743483,9843.12765262814
2013,Other,4134.72965116279,15,-5708.39800146535,9843.12765262814
2016,Other,1600,15,-8243.12765262814,9843.12765262814
2007,Other,11707.5318315377,16,0,11707.5318315377
2010,Other,3360.19943907759,16,-8347.33239246011,11707.5318315377
2013,Other,5258.63372093023,16,-6448.898110607471,11707.5318315377
2016,Other,2e3,16,-9707.5318315377,11707.5318315377
2007,Other,12738.1651975188,17,0,12738.1651975188
2010,Other,5416.11093798691,17,-7322.054259531889,12738.1651975188
2013,Other,5671.075581395351,17,-7067.089616123449,12738.1651975188
2016,Other,3500,17,-9238.1651975188,12738.1651975188
2007,Other,13780.378713679398,18,0,13780.378713679398
2010,Other,5836.13586787161,18,-7944.242845807788,13780.378713679398
2013,Other,6289.73837209302,18,-7490.640341586378,13780.378713679398
2016,Other,4310,18,-9470.378713679398,13780.378713679398
2007,Other,13954.0809663728,19,0,13954.0809663728
2010,Other,6698.2923028981,19,-7255.788663474699,13954.0809663728
2013,Other,7805.46220930233,19,-6148.61875707047,13954.0809663728
2016,Other,5200,19,-8754.0809663728,13954.0809663728
2007,Other,15691.1034933072,20,0,15691.1034933072
2010,Other,6853.038329697729,20,-8838.065163609472,15691.1034933072
2013,Other,8145.72674418605,20,-7545.37674912115,15691.1034933072
2016,Other,6020,20,-9671.1034933072,15691.1034933072
2007,Other,16328.0117531832,21,0,16328.0117531832
2010,Other,7262.00997195388,21,-9066.001781229319,16328.0117531832
2013,Other,8846.87790697674,21,-7481.13384620646,16328.0117531832
2016,Other,6600,21,-9728.0117531832,16328.0117531832
2007,Other,20867.4306235717,22,0,20867.4306235717
2010,Other,7847.83421626675,22,-13019.59640730495,20867.4306235717
2013,Other,10001.7151162791,22,-10865.715507292602,20867.4306235717
2016,Other,7870,22,-12997.430623571701,20867.4306235717
2007,Other,22118.0868429644,23,0,22118.0868429644
2010,Other,9505.82736054846,23,-12612.25948241594,22118.0868429644
2013,Other,10929.7093023256,23,-11188.3775406388,22118.0868429644
2016,Other,9e3,23,-13118.0868429644,22118.0868429644
2007,Other,24202.5138752857,24,0,24202.5138752857
2010,Other,10721.6889996884,24,-13480.824875597298,24202.5138752857
2013,Other,11135.9302325581,24,-13066.583642727599,24202.5138752857
2016,Other,10451,24,-13751.513875285698,24202.5138752857
2007,Other,26930.7972575906,25,0,26930.7972575906
2010,Other,11340.6731068869,25,-15590.1241507037,26930.7972575906
2013,Other,11754.5930232558,25,-15176.204234334798,26930.7972575906
2016,Other,11002,25,-15928.797257590599,26930.7972575906
2007,Other,28023.9634345413,26,0,28023.9634345413
2010,Other,13263.9451542537,26,-14760.018280287599,28023.9634345413
2013,Other,14332.3546511628,26,-13691.6087833785,28023.9634345413
2016,Other,13250,26,-14773.9634345413,28023.9634345413
2007,Other,31845.4129937969,27,0,31845.4129937969
2010,Other,14369.273917108098,27,-17476.139076688803,31845.4129937969
2013,Other,15363.459302325602,27,-16481.9536914713,31845.4129937969
2016,Other,15e3,27,-16845.4129937969,31845.4129937969
2007,Other,34508.8475350963,28,0,34508.8475350963
2010,Other,15308.8033655344,28,-19200.044169561897,34508.8475350963
2013,Other,16188.3430232558,28,-18320.504511840496,34508.8475350963
2016,Other,15900,28,-18608.847535096298,34508.8475350963
2007,Other,36581.694417238,29,0,36581.694417238
2010,Other,16248.3328139607,29,-20333.361603277302,36581.694417238
2013,Other,19384.7674418605,29,-17196.926975377504,36581.694417238
2016,Other,17600,29,-18981.694417238003,36581.694417238
2007,Other,42383.3496571988,30,0,42383.3496571988
2010,Other,16834.1570582736,30,-25549.1925989252,42383.3496571988
2013,Other,20797.3808139535,30,-21585.9688432453,42383.3496571988
2016,Other,19600,30,-22783.3496571988,42383.3496571988
2007,Other,51589.569049951,31,0,51589.569049951
2010,Other,17574.7273293861,31,-34014.8417205649,51589.569049951
2013,Other,22271.8604651163,31,-29317.7085848347,51589.569049951
2016,Other,21e3,31,-30589.569049951002,51589.569049951
2007,Other,57379.6441397323,32,0,57379.6441397323
2010,Other,18757.4291056404,32,-38622.2150340919,57379.6441397323
2013,Other,22581.1918604651,32,-34798.4522792672,57379.6441397323
2016,Other,23050,32,-34329.6441397323,57379.6441397323
2007,Other,60100.9794319295,33,0,60100.9794319295
2010,Other,20448.5821128077,33,-39652.3973191218,60100.9794319295
2013,Other,24179.4040697674,33,-35921.575362162104,60100.9794319295
2016,Other,26800,33,-33300.9794319295,60100.9794319295
2007,Other,64003.490042442,34,0,64003.490042442
2010,Other,24903.0570271112,34,-39100.4330153308,64003.490042442
2013,Other,26499.3895348837,34,-37504.100507558294,64003.490042442
2016,Other,3e4,34,-34003.490042442,64003.490042442
2007,Other,72815.9843290891,35,0,72815.9843290891
2010,Other,28185.883452789,35,-44630.1008763001,72815.9843290891
2013,Other,28974.0406976744,35,-43841.9436314147,72815.9843290891
2016,Other,35910,35,-36905.9843290891,72815.9843290891
2007,Other,88738.6908259876,36,0,88738.6908259876
2010,Other,30274.954814584,36,-58463.736011403606,88738.6908259876
2013,Other,30933.139534883696,36,-57805.55129110391,88738.6908259876
2016,Other,40700,36,-48038.69082598761,88738.6908259876
2007,Other,99126.0855370552,37,0,99126.0855370552
2010,Other,36088.9841071985,37,-63037.1014298567,99126.0855370552
2013,Other,32087.976744186,37,-67038.1087928692,99126.0855370552
2016,Other,42200,37,-56926.0855370552,99126.0855370552
2007,Other,112906.464250735,38,0,112906.464250735
2010,Other,39692.3558741041,38,-73214.1083766309,112906.464250735
2013,Other,34232.6744186046,38,-78673.78983213041,112906.464250735
2016,Other,44800,38,-68106.464250735,112906.464250735
2007,Other,118464.936336925,39,0,118464.936336925
2010,Other,43362.0473667809,39,-75102.88897014411,118464.936336925
2013,Other,37016.6569767442,39,-81448.27936018081,118464.936336925
2016,Other,50020,39,-68444.936336925,118464.936336925
2007,Other,121591.576885406,40,0,121591.576885406
2010,Other,45760.6107821751,40,-75830.9661032309,121591.576885406
2013,Other,44956.1627906977,40,-76635.4140947083,121591.576885406
2016,Other,51500,40,-70091.576885406,121591.576885406
2007,Other,124949.82043748,41,0,124949.82043748
2010,Other,48523.9326893113,41,-76425.8877481687,124949.82043748
2013,Other,46193.488372093,41,-78756.33206538699,124949.82043748
2016,Other,54300,41,-70649.82043748,124949.82043748
2007,Other,127497.453476983,42,0,127497.453476983
2010,Other,50845.1230913057,42,-76652.33038567731,127497.453476983
2013,Other,47040.0252906977,42,-80457.42818628531,127497.453476983
2016,Other,56100,42,-71397.453476983,127497.453476983
2007,Other,130392.491021874,43,0,130392.491021874
2010,Other,54713.7737612964,43,-75678.7172605776,130392.491021874
2013,Other,57330.4497093023,43,-73062.0413125717,130392.491021874
2016,Other,58e3,43,-72392.491021874,130392.491021874
2007,Other,133287.528566765,44,0,133287.528566765
2010,Other,57698.1614210034,44,-75589.36714576159,133287.528566765
2013,Other,62454.0087209302,44,-70833.51984583479,133287.528566765
2016,Other,63580,44,-69707.52856676499,133287.528566765
2007,Other,141162.030688867,45,0,141162.030688867
2010,Other,62948.4730445622,45,-78213.5576443048,141162.030688867
2013,Other,64371.863372093,45,-76790.167316774,141162.030688867
2016,Other,67640,45,-73522.030688867,141162.030688867
2007,Other,141393.633692458,46,0,141393.633692458
2010,Other,64551.1997507012,46,-76842.43394175681,141393.633692458
2013,Other,68248.8168604651,46,-73144.81683199291,141393.633692458
2016,Other,73e3,46,-68393.63369245801,141393.633692458
2007,Other,143593.862226575,47,0,143593.862226575
2010,Other,66098.6600186974,47,-77495.2022078776,143593.862226575
2013,Other,70940,47,-72653.862226575,143593.862226575
2016,Other,82510,47,-61083.862226575,143593.862226575
2007,Other,174397.061704212,48,0,174397.061704212
2010,Other,67756.6531629791,48,-106640.40854123292,174397.061704212
2013,Other,75074.7296511628,48,-99322.33205304922,174397.061704212
2016,Other,88e3,48,-86397.06170421201,174397.061704212
2007,Other,175091.870714985,49,0,175091.870714985
2010,Other,70077.8435649735,49,-105014.0271500115,175091.870714985
2013,Other,90170.101744186,49,-84921.768970799,175091.870714985
2016,Other,93800,49,-81291.87071498501,175091.870714985
2007,Other,180650.342801175,50,0,180650.342801175
2010,Other,75383.421626675,50,-105266.92117449999,180650.342801175
2013,Other,94407.9418604651,50,-86242.4009407099,180650.342801175
2016,Other,102e3,50,-78650.342801175,180650.342801175
2007,Other,184124.387855044,51,0,184124.387855044
2010,Other,84004.9859769399,51,-100119.40187810411,184124.387855044
2013,Other,99707.8197674419,51,-84416.5680876021,184124.387855044
2016,Other,116400,51,-67724.38785504401,184124.387855044
2007,Other,200799.804113614,52,0,200799.804113614
2010,Other,96163.6023683391,52,-104636.2017452749,200799.804113614
2013,Other,100842.034883721,52,-99957.76922989299,200799.804113614
2016,Other,120401,52,-80398.804113614,200799.804113614
2007,Other,207400.489715965,53,0,207400.489715965
2010,Other,103900.90370832,53,-103499.586007645,207400.489715965
2013,Other,104306.546511628,53,-103093.943204337,207400.489715965
2016,Other,131890,53,-75510.489715965,207400.489715965
2007,Other,209484.916748286,54,0,209484.916748286
2010,Other,107593.80710501701,54,-101891.10964326898,209484.916748286
