year,GEOID,NAME,variable,estimate,moe
2019,16069,"Nez Perce County, Idaho",B01001_001,40217,NA
2019,16071,"Oneida County, Idaho",B01001_001,4385,NA
2019,16073,"Owyhee County, Idaho",B01001_001,11552,NA
2019,16075,"Payette County, Idaho",B01001_001,23260,NA
2019,16077,"Power County, Idaho",B01001_001,7671,NA
2019,16079,"Shoshone County, Idaho",B01001_001,12609,NA
2019,16081,"Teton County, Idaho",B01001_001,11426,NA
2019,16083,"Twin Falls County, Idaho",B01001_001,84869,NA
2019,16085,"Valley County, Idaho",B01001_001,10709,NA
2019,16087,"Washington County, Idaho",B01001_001,10057,NA
