danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img
0.706,0.808,E,-9.199,minor,0.123,0.116,0.667,0.235,0.673,146.947,3kBPnItITm3Od2IVhuJPxf,243783,4,E minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Marble Machine,Wintergatan,Marble Machine,https://i.scdn.co/image/c525004710cacb7cb6b5c652000249d103820a84
0.327,0.844,C,-5.269,minor,0.0384,0.00396,0.758,0.151,0.0365,180.053,33m0aVQvsfvanuwG6rByrd,136667,3,C minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Sommarfågel - Bassnectar Remix,Wintergatan,Into the Sun,https://i.scdn.co/image/86eee01c32785fb1a51425e8c311f07446af331f
0.638,0.694,G,-5.591,major,0.0256,0.0355,0.0174,0.109,0.179,98.984,5azYPsLCPQXetrJJVIp544,229611,4,G major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,If You Met Her,Palehound,A Place I'll Always Go,https://i.scdn.co/image/b1d68d33c0357d3eab0ee134f150910cdfc18adb
0.427,0.539,D,-6.183,major,0.0324,0.474,0.0229,0.126,0.118,84.908,0LEegijpwlxZMjmRtFXPZt,234973,4,D major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,He Was a Good Friend,Francis and the Lights,Striking,https://i.scdn.co/image/2b63db08f5f4261d411080910d227dfac5554d45
0.375,0.651,F,-7.999,minor,0.0556,0.0292,3.02e-5,0.185,0.361,203.331,39hTX6ufRqD7YOgsrIxxLL,212973,4,F minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,You Stood Me Up,Benji Hughes,A Love Extreme,https://i.scdn.co/image/e72fa5bc2661e262afb1ccdbdfd1394dbfcf57be
0.506,0.607,G#,-10.671,major,0.0366,0.499,5.92e-4,0.106,0.724,155.026,0tHrNKbNzWJ2nXQOszImjQ,240253,1,G# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Everything Is Happening Today,Flock of Dimes,"If You See Me, Say Yes",https://i.scdn.co/image/aa6612942c38caf0869ab36e84e24b12c4f2fd5e
0.298,0.569,C,-7.952,major,0.0415,0.0251,1.27e-5,0.107,0.199,128.486,5LmEkYrFigBxVRp9XJ8vSO,369230,3,C major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,The Storm,Wild Spells,The Storm,https://i.scdn.co/image/73b3f52403ef8d61092f1fc982d52206bbc58c6e
0.645,0.188,F#,-19.37,major,0.0377,0.546,0.836,0.0952,0.0748,119.999,3cIG78oBauowzEbkBwWADN,416333,4,F# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,They Move on Tracks of Never-Ending Light,This Will Destroy You,S/T,https://i.scdn.co/image/1da58dce8130ba8054ab7d5b2acac39a38cf8c23
0.12,0.167,D#,-19.474,major,0.0371,0.876,0.929,0.103,0.0343,77.28,7nYuwtCCU607EBPSAC0b1w,328213,4,D# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Pale Lights (This Will Destroy You Remix),This Patch of Sky,These Small Spaces,https://i.scdn.co/image/dd3b5461c9daabfafcc7d700c0fc89e5b168ca40
0.318,0.497,C,-9.613,major,0.0533,0.637,6.43e-4,0.084,0.244,118.091,3c30F9x3reFdO9e8M9BoCh,288573,4,C major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,I Get Overwhelmed,Dark Rooms,Distraction Sickness,https://i.scdn.co/image/be12054b8ccb5ed04f33225306ab214de0758d4e
0.468,0.195,A,-10.477,minor,0.0295,0.866,0.509,0.109,0.0789,67.586,2Z3ZqLsK5YxY756378DOEM,168160,4,A minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Nightmare,Artie Shaw,Ultimate Big Band Collection: Artie Shaw,https://i.scdn.co/image/dce73f98411fced33eedc5cccd1ecf2448aec448
0.365,0.797,A#,-5.864,major,0.0339,0.13,0.00594,0.292,0.208,153.25,49sm72U5rx2JAj9nI7SxEx,306560,3,A# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Good Arms vs Bad Arms,Frightened Rabbit,The Midnight Organ Fight,https://i.scdn.co/image/26f52fbc64502e8b1177eaf3bbe4e14aa3291430
0.854,0.463,F,-6.159,major,0.137,0.117,0,0.354,0.549,120.024,0b9oOr2ZgvyQu88wzixux9,225773,4,F major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,This Is America,Childish Gambino,This Is America,https://i.scdn.co/image/bda277aa41fad5507849e5d01540a920d1b41545
0.521,0.519,D,-7.757,minor,0.0857,0.697,7.77e-4,0.0633,0.253,84.812,47RDzk3uT014BXqc4oevq5,240813,4,D minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Underwater,Porches,Pool,https://i.scdn.co/image/995f0e9e0b9f882c6f88af0bef0d679e5a36a208
0.573,0.499,F#,-7.912,major,0.0258,0.109,0.854,0.15,0.519,89.977,4jGEOzd4KKiXmkks3YKvhl,155937,4,F# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Weird Honey,Elvis Depressedly,Holo Pleasures / California Dreamin',https://i.scdn.co/image/3a08e50040c1d2342d9f0759b60c3d1f04df1cdd
0.705,0.751,G,-4.767,major,0.287,0.0598,2.51e-6,0.907,0.819,80.727,1UJNbgfTzG1gZZTWFJdMf1,174867,4,G major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),Gorillaz,Plastic Beach,https://i.scdn.co/image/94c124dd9812e03e8d21de9a05bbee08ad60ed91
0.823,0.814,G,-5.611,minor,0.177,0.644,0.687,0.117,0.649,102.619,65u7IbuZ4viAlVBHxnpos1,236533,4,G minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Latitude -remix (feat. Five Deez),Nujabes,Metaphorical Music,https://i.scdn.co/image/8cff84f84ed9cc150361e0dd68a8b54786b2caf2
0.766,0.848,G,-7.296,major,0.111,0.541,1.08e-5,0.0851,0.676,100.995,3yKLskgaU2py5ET4OBDQmg,277960,4,G major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Highs 2 Lows (feat. Cise Starr from CYNE),Nujabes,Metaphorical Music,https://i.scdn.co/image/8cff84f84ed9cc150361e0dd68a8b54786b2caf2
0.79,0.943,G,-8.631,major,0.0398,0.0778,0.896,0.0855,0.581,114.1,2rnAYh7REAMGYqJUXJKZZK,248600,4,G major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Horn in the middle,Nujabes,Metaphorical Music,https://i.scdn.co/image/8cff84f84ed9cc150361e0dd68a8b54786b2caf2
0.669,0.612,C,-5.768,minor,0.0293,0.846,0.233,0.16,0.612,98.475,69jGxyfw3lzGGYf78jdkpF,239667,4,C minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,flowers,Nujabes,Modal Soul,https://i.scdn.co/image/da9464a34f7d094b650ca6b954f512508789259b
0.587,0.587,E,-9.052,minor,0.0506,0.00268,0.508,0.131,0.467,161.981,4NSEHH8ceajzrJy5RKt2Bg,233955,4,E minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Don't Call Me (feat. Yuna) (Guy Gerber Remix) [Radio Edit],Guy Gerber,Don't Call Me (feat. Yuna) (Guy Gerber Remix),https://i.scdn.co/image/cd37c1ec1c53d6e0c65337739d51cf26400a43e6
0.705,0.487,C,-8.009,minor,0.0312,0.0323,0.276,0.104,0.328,104.981,31jOab6BH7E3jJFfFbYprr,180163,4,C minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,"O.K., Meet Me Underwater",Jay Som,Pirouette,https://i.scdn.co/image/31a09136cb833f3ebec800d9c9151f1604284ee5
0.187,0.0115,F,-16.375,major,0.0591,0.858,0.464,0.0886,0.0331,72.711,0rchcA4mkjp4jyGx08BOFs,256987,1,F major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Birdsong,They Dream By Day,Trapped,https://i.scdn.co/image/f9f86d41912bb8269eec2a316c8828fb70cb9595
0.386,0.199,F,-15.084,minor,0.25,0.889,0.752,0.0856,0.181,74.999,77BFqHfi7EneHm9Q9w7Quk,134400,4,F minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Sleepless Nights,.anxious.,3am EP,https://i.scdn.co/image/87f092224dcf0f5ef40a06792bb10e34c1ea3fb4
0.589,0.229,F#,-14.37,minor,0.0583,0.682,0.867,0.0963,0.0399,77.89,3GzgFexTzBASwRGPuMIzcc,87164,4,F# minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,tired,chief.,coffee,https://i.scdn.co/image/a5a4db70fc852b287b513767d4ef98047f1b24ef
0.661,0.391,E,-4.24,major,0.0413,0.616,0.856,0.0878,0.256,82.819,4SkTfsjWUy2rp40d2Ayfmv,255049,4,E major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Tired Boy,Joey Pecoraro,Tired Boy,https://i.scdn.co/image/a349cd87ed01dd843176e090e99baf8f1b8d6c4b
0.707,0.78,D#,-10.142,major,0.235,0.83,0,0.199,0.808,92.653,1CQWIpYzU0fk0DT4oXsrkd,144600,4,D# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Roll Over Beethoven,Chuck Berry,Berry Is On Top,https://i.scdn.co/image/b5f45a353d477ca44617034a06ec8406245249cb
0.379,0.657,B,-6.621,major,0.0535,0.0356,0.447,0.0939,0.793,184.341,36ubIl1r1fKTryLNIGHocj,239716,1,B major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,中途,Elephant Gym,工作,https://i.scdn.co/image/58c484b4a4a06f860c1ddc6eafffd49f1b23f8cb
0.665,0.568,C#,-11.514,major,0.0352,0.693,0.489,0.0986,0.82,149.369,6NxkpxmxVKrljCGs24qrf2,221653,4,C# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,My Old Man,Mac DeMarco,This Old Dog,https://i.scdn.co/image/1532b8bb7a47ddc5cde53bc030f213c90d7555a0
0.66,0.582,G,-7.769,major,0.0602,0.501,6.03e-4,0.257,0.403,117.895,2JiOQUqMlUkwcbvv3rtSC9,263192,4,G major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Atlanta Girls,Trash Panda,The Starclimber,https://i.scdn.co/image/fccdc88492df57f4e07ba79d1c8e76d167a1ab1a
0.624,0.52,E,-4.4,major,0.0362,0.00197,5.22e-6,0.126,0.498,73.003,2Xw1FwiZDOpXLXtGDqDif1,238787,4,E major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Redshift,Darwin Deez,Songs For Imaginative People,https://i.scdn.co/image/cb7b2be1a2019a42f0e9dbbb7b778970ce61714b
0.751,0.533,A,-6.505,minor,0.317,0.0124,0.653,0.178,0.447,69.999,0GDVDKFLPTGWTh77HoOf6T,188238,4,A minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Shake,Yeek,Sebastian,https://i.scdn.co/image/e49b6ea90288da10a1c9ad43b7a9ad1210e13fbe
0.563,0.648,A,-13.441,major,0.0284,0.529,0.882,0.342,0.685,80.002,3iocoJZ2lcErqIts69KiIY,273782,4,A major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,At the Turf Field Behind My Parents' House,Giraffes? Giraffes!,Memory Lame,https://i.scdn.co/image/ae3b04d311bd0dfaa552c253bae1e896d9d1dcd6
0.72,0.264,G,-13.163,major,0.0388,0.637,0.24,0.0935,0.387,149.972,7roEnuyAZ1bXKNQT3QWuHv,302272,4,G major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Song Silly,toe,Hear You,https://i.scdn.co/image/efe6163fa4333d2e6f88e9a8d3af80d9b1d0c740
0.441,0.48,B,-8.94,minor,0.0688,0.86,0.00346,0.656,0.138,82.884,2UBQL3IbQhIEQVoXqWDrwu,164389,4,B minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Little Do They Know,Pool Cosby,Blind Gold,https://i.scdn.co/image/38f52392f0a1a4c411e21ca2f6da66e4d9321e0a
0.803,0.695,G,-7.768,major,0.0465,0.0668,0.0013,0.133,0.421,89.999,57odIsNox07FjETxo2SyPR,263941,4,G major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,The Left,Yeek,Sebastian,https://i.scdn.co/image/e49b6ea90288da10a1c9ad43b7a9ad1210e13fbe
0.684,0.35,D,-10.939,major,0.039,0.809,0.0837,0.093,0.341,89.997,4thSyFvS3TQp5lt4x4aG4t,167539,4,D major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Hands - Pool Cosby Remix,Tiger Darrow,Hands (Pool Cosby Remix),https://i.scdn.co/image/1653e7c5bc577ffc93f382eac4844676d9405599
0.596,0.683,C,-4.168,minor,0.0419,0.0337,0,0.0912,0.441,91.024,1e2VIo91EsOuS51YDfVJwY,152567,4,C minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,All-Nighter,Bad Bad Hats,Psychic Reader,https://i.scdn.co/image/85474eed2da5e74c4c8ea543c995d90a15eff468
0.625,0.477,B,-14.866,major,0.0381,0.414,0.887,0.107,0.251,101.631,3Mds1RLQmALDdGlRPU2sEb,154800,4,B major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,My Ladies Can't Remember The Eighties,Euphone,Hashin' It Out,https://i.scdn.co/image/1f847ce1180cd32a04a1b87ed67e153d00aba5da
0.649,0.425,E,-7.478,minor,0.0563,0.167,1.36e-4,0.131,0.182,86.018,2BYQdKiV19MQHWmwYoXHEN,249927,4,E minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Thrive (Aple Remix) [feat. Tiger Darrow],Pool Cosby,Thrive Remixes,https://i.scdn.co/image/ed234826b7c7715c5c1534bfa8031b79b38b676f
0.584,0.633,C#,-8.678,major,0.423,0.205,0,0.0702,0.493,93.986,7cl6ok9CMpIux7bjCDm2Kg,151371,3,C# major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Please (feat. Kool a.D & Mr. Muthafuckin' exquire),Pool Cosby,Please (feat. Kool A.D & Mr. Muthafuckin' eXquire),https://i.scdn.co/image/f0b22b9cce5fc00c820395a41cbb13ea3e565922
0.543,0.549,C,-6.497,major,0.0306,0.149,0.082,0.114,0.404,80.079,41oqThgUF4yiNz77TazXtl,205893,4,C major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Now & Then,Sjowgren,Now & Then,https://i.scdn.co/image/277778eb5bddf2a54769a725bad27b0a2707aa28
0.452,0.527,D,-8.478,major,0.0375,0.29,0.00214,0.102,0.363,115.052,0Cf8Juik1Rp1J7iFqxTUGK,166795,5,D major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Goodbye,Porches,The House,https://i.scdn.co/image/1009ecf9e69689f0a877e8c87945ce4f3dc747e6
0.711,0.258,A#,-8.956,minor,0.0693,0.791,8.79e-4,0.101,0.423,75.007,22wcNdDej7sJO0UnaerFN7,174400,4,A# minor,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,World On Fire,Louis The Child,World On Fire,https://i.scdn.co/image/1bdf5ade8688e97738c5469ba0545e108336a38f
0.478,0.88,D,-4.548,major,0.0407,0.0136,0.0869,0.148,0.289,77.018,1tgeL9uNc6HuVpbDVuWZgP,205678,4,D major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Unusable Love,El Ten Eleven,Unusable Love,https://i.scdn.co/image/7e5235e3d8e9e5abed4b61912dde1b3db71e5c82
0.54,0.457,A,-6.6,major,0.317,0.335,0.706,0.118,0.642,167.77,35qlk8sTjO4xHAVilmMjli,104096,4,A major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Blingblingbling,"quickly, quickly",Paths,https://i.scdn.co/image/6ba02136ba952ad59a0abecb7dec0ff550bc5a10
0.53,0.777,A,-5.708,major,0.0317,0.355,0.112,0.127,0.318,72.995,64Olnc2tGyrZI1Zb8hyoCo,281111,4,A major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,I'm Right Here,El Ten Eleven,Unusable Love,https://i.scdn.co/image/ad5809303409cbedb856e9872dcb80a5a1374870
0.596,0.832,D,-4.776,major,0.0418,0.0339,0.00236,0.396,0.419,92,6kx5ABLlFKUJ4EbiPhT8aL,275840,4,D major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Free (The Editorial Me),Darwin Deez,Songs for Imaginative People,https://i.scdn.co/image/810c5a441f2c5d2e9781c945542eacd02754b730
0.465,0.487,B,-8.743,major,0.0399,0.0483,0.344,0.0951,0.203,97.847,4OxtqhSBnOsgGc1yfYAfOn,241546,4,B major,May '18,https://mosaic.scdn.co/640/2b63db08f5f4261d411080910d227dfac5554d45b1d68d33c0357d3eab0ee134f150910cdfc18adbc525004710cacb7cb6b5c652000249d103820a84e080e0b42d06be1c11638c457090fb0208c80ed9,Lovely Day (Bonus Track),alt-J,This Is All Yours,https://i.scdn.co/image/c8eafa550f5ce5bf54fa68a615bde6e0c18c13c4
0.602,0.597,G,-8.638,major,0.0276,0.337,0.139,0.0854,0.492,129.964,7xcNyuhyx9Wdtdltu96t7J,129914,4,G major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Possible Deaths,Typhoon,White Lighter,https://i.scdn.co/image/6864ac44bae728609c554384c1089472416287b1
0.259,0.669,G,-5.991,major,0.0407,0.17,9.94e-4,0.064,0.3,185.04,2iLpAz1XOSmywKGf0Nsz2E,204295,4,G major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Dreams Of Cannibalism,Typhoon,White Lighter,https://i.scdn.co/image/6864ac44bae728609c554384c1089472416287b1
0.375,0.711,A,-4.574,major,0.0373,0.0739,1.49e-4,0.157,0.424,123.412,6mQCqK9peWQLiCtie0kGiV,270016,4,A major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Remember,Typhoon,Offerings,https://i.scdn.co/image/8eba1bb4c98cbb68637f2ff1b03cfc93f91afb8b
0.607,0.455,E,-6.635,major,0.0335,0.307,0.0864,0.592,0.316,96.929,1rjZcJaoQMXY2sGfPAZ7K8,256934,4,E major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Rorschach,Typhoon,Offerings,https://i.scdn.co/image/8eba1bb4c98cbb68637f2ff1b03cfc93f91afb8b
