danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img
0.463,0.755,F,-5.693,minor,0.0333,0.106,2.39e-4,0.12,0.589,145.023,5hAzmOywH0Z5QNz44IS8nh,284080,4,F minor,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Suitcase,The New Electric Sound,The New Electric Sound,https://i.scdn.co/image/731be7201dca0cc2c136c4a185e34d30aff7fa36
0.599,0.551,F#,-8.195,major,0.0313,0.0299,0.0108,0.109,0.16,94.956,5i6G3CbuyjcOjKe7lJrsWX,248612,4,F# major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Far,Canopy Climbers,Distances,https://i.scdn.co/image/a88e01b4b81c0adc0bb668ad42fedd84afb9b9fd
0.669,0.519,G#,-10.082,major,0.0278,0.0396,1.63e-6,0.0961,0.396,109.998,0MaDLHCiHmW4wZERHhz9QA,241091,4,G# major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Home Away from Home,Canopy Climbers,Home Away from Home,https://i.scdn.co/image/5cbd8e0c75e5d716b87be3cd0d878027c4946ea8
0.585,0.774,D,-3.65,minor,0.0335,0.00133,0.0126,0.106,0.384,91.957,7sSC2ndMmI1qGNbu8UXQuE,270533,4,D minor,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Closer,Lemaitre,1749,https://i.scdn.co/image/c47fe62bff77e9750866d3d5274c903094f8cdb9
0.542,0.714,D#,-6.351,major,0.0308,0.333,0.00801,0.124,0.31,125.011,5rh6VOp1gWlWLlpdPu3RQp,253801,4,D# major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Days Don't Fade,Lindbergh Palace,The Lindbergh Palace EP,https://i.scdn.co/image/97bcd79f4ea936a319236180f20573ded45cd09b
0.572,0.61,C,-8.132,major,0.0283,0.455,0.881,0.113,0.519,147.063,54f36LcrbW4X9XPtdBZr3N,355413,4,C major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Omar,Bayonne,Primitives,https://i.scdn.co/image/1d7c5ac1dde4f18e9d7f06a77fb5e0ec6751dc5a
0.667,0.558,A,-5.743,minor,0.0364,0.197,3.14e-6,0.176,0.402,140.016,7naPidcaBye6u9xLtZ6v6z,302487,4,A minor,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,The Night,HONNE,Warm On A Cold Night (Deluxe),https://i.scdn.co/image/c16a6cda430ed6e731ae4039804e9c46400381db
0.435,0.561,G,-10.949,major,0.0499,7.57e-4,0.681,0.105,0.193,119.995,0mlvFyJkOqYYQtmYKhIpMg,330000,4,G major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Mate,Gang Signs,Geist,https://i.scdn.co/image/54279ebd055aae0a4e60ff39845f767128fed4c4
0.581,0.494,F,-5.945,major,0.031,0.595,4.2e-6,0.2,0.357,121.957,6Rv1R5w8wj4mxv3qarmudR,178955,4,F major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Hold The Line,Jack and Eliza,Gentle Warnings,https://i.scdn.co/image/4fb7fbe681e7cd4b9a113695d95b58e0561321e3
0.509,0.676,D,-7.497,major,0.0308,0.102,0.124,0.0688,0.198,147.996,7roxrg5DeegLrJzTTyAyNx,268793,4,D major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Take Care,Roah Summit,Take Care,https://i.scdn.co/image/30f8377de64be3edc209db05a5d6c6294340f1e0
0.665,0.636,F,-8.598,minor,0.0288,6.29e-4,0.615,0.128,0.698,132.786,4uymXF57TdCZgZP2AupOtE,374213,4,F minor,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,A Selfish Man,Francis Lung,A Selfish Man,https://i.scdn.co/image/be169a8fe2b9f7b22950cf848b945dab1fc23feb
0.653,0.663,A,-6.15,major,0.0291,0.0547,0.0123,0.636,0.686,125.997,4p5qlpbMid6MvTt3w4EhM5,208260,4,A major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Gone - Nicolas Haelg Remix,JR JR,Still Going: The Gone Remixes,https://i.scdn.co/image/59810a7c4d6f556837fffd5bc76a1e3c4c4a9873
0.536,0.687,G#,-7.393,minor,0.0381,0.00836,1.83e-5,0.269,0.222,89.944,5tR4MFnmZKLjY5ccrSPyki,265973,4,G# minor,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,NoLo,Grace Mitchell,Raceday,https://i.scdn.co/image/27875cd5710e814168da1eb728511271debebb1f
0.654,0.809,A#,-5.79,major,0.0416,0.351,7.57e-4,0.195,0.699,91.034,6vXJqDYg40mO3eFcKCJ5S2,201245,4,A# major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Crusoe,Halcyon Drive,Cruel Kids,https://i.scdn.co/image/96dc7022b566bceebc5c2f204379d23cf9661eda
0.593,0.495,C,-9.804,major,0.0286,0.202,0.223,0.102,0.0548,85.528,3BmyZNv2w0jraiqekGMLJc,302240,4,C major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,High & Low,Son & Thief,Cardinal,https://i.scdn.co/image/b167b298d802703a2ffef69fbd1392e491625b5d
0.429,0.974,G#,-5.215,major,0.0475,0.00183,0.0346,0.0853,0.525,95.982,0e9dyQBdyhjH640nwPEwmb,268098,4,G# major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Hallelujah,The Helio Sequence,Keep Your Eyes Ahead,https://i.scdn.co/image/2f3c020c39db54f8b448acbb39135a57da537b74
0.551,0.662,E,-9.687,major,0.0292,0.42,0.739,0.195,0.194,136.867,0Ce6N5FNR84mNAViVrYGT1,199640,4,E major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,The Measure,The Helio Sequence,Negotiations,https://i.scdn.co/image/0a7719f69f1117aab144d033964d4308cb00f3b0
0.539,0.824,C,-8.68,major,0.0361,0.0655,5.17e-6,0.293,0.521,101.008,4J3jG8Ydg56WgltAy7bEeP,188573,4,C major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Beach,Peter Wolf Crier,Garden Of Arms,https://i.scdn.co/image/207b5e727a7302188f7148c0c8c4b8f4e1cb1aec
0.7,0.672,G#,-6.255,major,0.0598,0.00189,0.0338,0.0839,0.262,130.033,0aHx993Ffbxhx2u9Xo3SxN,259329,4,G# major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Cool Kids - RAC Mix,Echosmith,Cool Kids (RAC Mix),https://i.scdn.co/image/679e6db787b32777eb2542e3746b161bb77b2fc1
0.624,0.746,C,-7.872,major,0.0509,0.195,0.289,0.131,0.225,93.993,7KjvCqHqfv4ueuNR0UECcS,250659,4,C major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Underline,Morning Show,Prom Theme,https://i.scdn.co/image/8af3309bc30f47201d04a901dd7e258439ce99a9
0.531,0.848,A#,-6.931,major,0.0645,0.00584,1.63e-6,0.0955,0.411,114.021,2J9Xxbqqyes5yZOcdY3ZuE,198763,4,A# major,December '16,https://mosaic.scdn.co/640/21b77b511d99cf91227d8497b663eb3a15bb732136e7e92a02c88cf4e8898a6a3c3e2c1d84c1c494731be7201dca0cc2c136c4a185e34d30aff7fa36a4b573d53a5e44112d5c65bfe1987276787f870f,Sheep In Wolves Clothes,little hurricane,Gold Fever,https://i.scdn.co/image/98dbfdca170e6f0a681fff9eb065776b2dcaa3eb
0.417,0.879,G,-4.187,major,0.0454,0.0234,1.74e-6,0.183,0.707,146.165,4g8Fn7fWwxculLpkPMxYU1,240493,4,G major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Mr. November,The National,Alligator,https://i.scdn.co/image/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf
0.613,0.624,F,-8.306,major,0.0267,0.14,0.172,0.0797,0.148,100.03,52O8Rx3bvKdQGSTqzm4zRS,288000,4,F major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Somewhere,COLLEAGUES,Somewhere,https://i.scdn.co/image/2b8b244f6727551073b1ab3c686544b314427025
0.515,0.625,F#,-9.151,minor,0.0302,0.274,0.0684,0.0907,0.336,97.038,4kH2Gt1ASesDpEwFSpCgpO,276133,4,F# minor,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Honeysuckle - Milwaukee,Canon Blue,Rumspringa,https://i.scdn.co/image/21fbbfa1f058420048a12f42cfd0218ee14f386f
0.354,0.814,A,-8.25,major,0.053900000000000003,0.0202,0.311,0.356,0.365,151.109,3pkOnHUNvmvA2bCK77g2S4,165993,4,A major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Inner City,So Many Wizards,Inner City / Best Friends,https://i.scdn.co/image/e50d841fbb9fb3c9d4acde09439c52fe96b75252
0.664,0.677,C,-8.315,major,0.0299,0.191,0.53,0.1,0.59,119.96,6S053SQ4izt0aXBmsMfONZ,201028,4,C major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Visits,COLLEAGUES,Visits,https://i.scdn.co/image/a55715c5de797b80b8d693add673edf6d9501fb0
0.612,0.665,B,-4.519,minor,0.0292,0.0119,0,0.0928,0.384,99.989,1QqVXJhaHXpWHrnaEvTzi1,283680,4,B minor,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Circles,machineheart,Circles,https://i.scdn.co/image/3739af5ce639ea7f92930dade0c2b72e2885ccd0
0.814,0.551,G,-5.561,major,0.0353,0.185,3.24e-4,0.0555,0.778,106.008,7rhbiTr94Jnbov2WVQCC7D,184240,4,G major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Tourist,RAC,Strangers,https://i.scdn.co/image/de1963b25d57a10bb8bf0984d1583c693b4beae5
0.527,0.778,A,-7.639,minor,0.0508,0.504,0.8,0.0997,0.24,126.027,0riCBdanE8M6z2VOoErDZw,259093,4,A minor,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Afraid Of Everyone,The National,High Violet,https://i.scdn.co/image/dab2703d8e0c0c91a7658668801a0aa3685c8eeb
0.623,0.849,F#,-7.383,minor,0.041,0.48,0.754,0.118,0.192,104.992,3cNNz041IdlLRfuiBcS45o,388480,4,F# minor,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Colerain,Way Yes,Tog Pebbles,https://i.scdn.co/image/3b70af92bd2ae8e01fbc10a22ea00fbb80729b17
0.626,0.7,D,-10.953,major,0.0358,0.283,0.433,0.472,0.246,118.008,2aCKSM3OrzKlEkd7DXZ7Cu,282453,4,D major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Go!,Soft Swells,Floodlights,https://i.scdn.co/image/551bf58e547e612b47f01885ef0710e4a056078b
0.491,0.417,D,-9.575,major,0.0338,0.244,0.053900000000000003,0.0616,0.319,119.289,4yAArOkkNm03xd6UIvvOrG,294667,4,D major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,The Match,The Eastern Sea,Plague,https://i.scdn.co/image/93f5b7a65b8fe552aa750685ebf2234cfd41453f
0.417,0.674,F#,-9.644,major,0.0363,0.454,0.0107,0.0931,0.392,169.269,6A1sdbyem98dRGht2qxZY8,236333,4,F# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Fireflies,Mother Falcon,Alhambra,https://i.scdn.co/image/bb600a318637379db38107a011f085d28a492abd
0.291,0.172,C,-17.151,major,0.0344,0.954,0.452,0.0941,0.463,96.082,34a295RioFNNKHqfRi3eVd,256840,4,C major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Thank You,Bombadil,Metrics of Affection,https://i.scdn.co/image/bef9bc342984f439cfeb66366434dbfb61cb703a
0.47,0.508,D,-14.644,major,0.0598,0.659,0.95,0.282,0.567,88.743,6IocAASV879CUeZZzJYPdz,61707,3,D major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Inheritance,The Last Bison,Inheritance,https://i.scdn.co/image/04417c864ef7b3b15018018dc61b87f12a99ce2e
0.457,0.567,D,-8.524,major,0.0344,0.513,4.5e-4,0.329,0.57,125.891,4NtQlmxIKjl8aNYA8XRxFH,154053,4,D major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Quill,The Last Bison,Inheritance,https://i.scdn.co/image/04417c864ef7b3b15018018dc61b87f12a99ce2e
0.388,0.595,C#,-9.799,major,0.0325,0.663,5.58e-5,0.178,0.596,190.043,08cXy6KUizaAelYXtcew3w,204213,4,C# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,1957,Milo Greene,Milo Greene,https://i.scdn.co/image/c923da59644c694ab635340d1b4d31b5fd362bd8
0.56,0.613,A,-8.756,major,0.0275,0.118,0.00429,0.226,0.505,124.01,4gvAocL5C5UKJcJ2kEJlka,197873,4,A major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Don't You Give up on Me,Milo Greene,Milo Greene,https://i.scdn.co/image/c923da59644c694ab635340d1b4d31b5fd362bd8
0.727,0.678,A#,-5.136,major,0.0625,0.0797,5.64e-4,0.115,0.204,119.955,4dI4oscajpdtjpg2dP1x28,163236,4,A# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,"Shake, Shake, Shake",Bronze Radio Return,Shake! Shake! Shake!,https://i.scdn.co/image/02396f513ab3a52f2828ee49aab765c4e2ee8a68
0.275,0.801,A#,-4.456,major,0.221,0.00123,3.35e-5,0.106,0.448,205.715,3yA5KQa12akj6MT6mSWHf8,222040,4,A# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,D-D-Dance,The Royal Concept,D-D-Dance,https://i.scdn.co/image/563e561aa608d4c61698ef138dcdace55d1e3bcf
0.547,0.764,D#,-5.945,major,0.0342,0.307,0.00579,0.0953,0.508,125.594,2tNUFabN3Zpei8csN0D36h,259213,4,D# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Running Back To You,For The Foxes,Running Back To You,https://i.scdn.co/image/06750d9e4011b8a7d5c2f3094d8b8597fe5dda46
0.334,0.772,B,-7.052,minor,0.0908,0.00922,0.465,0.483,0.0928,134.858,6VFPL38pOXN1VohA0pF8ED,172543,3,B minor,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Beautiful Women,Netherfriends,P3ace,https://i.scdn.co/image/b12663b8da60c335b4dac9bf412e03b95331bc90
0.266,0.261,G#,-12.134,major,0.0282,0.878,0.689,0.237,0.0547,106.853,3n9uVE1Rxnvn7igOTj66sT,208000,4,G# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Less Words,Old Earth,Less Words,https://i.scdn.co/image/a8ce6c7b636cbd93f97d4f6bc09554da9f6b9388
0.609,0.728,G,-5.859,major,0.0419,0.327,0.0851,0.0569,0.322,146.016,6S0IRhCK4P0llKnIjivfGd,225360,4,G major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Seventeen,Sjowgren,Seventeen,https://i.scdn.co/image/e7bcc80149680a760ea8fba7319d04d00838d889
0.328,0.867,E,-5.53,major,0.0812,0.00548,4.33e-6,0.103,0.336,145.25,0tCJ4iU48j9B6xMjXx35Ht,264677,4,E major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Twin Size Mattress,The Front Bottoms,Talon Of The Hawk,https://i.scdn.co/image/b85e5f8b750cadc96c2db5b7c627a3d6902df3f1
0.394,0.717,G#,-7.763,major,0.0424,2.18e-4,0.161,0.204,0.655,167.836,4fyOMumYj68XaEmyKq9UJ0,227468,4,G# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Progress,Francisco The Man,Loose Ends,https://i.scdn.co/image/e06f4df660a651da14fb88c448b7270269f3e85d
0.56,0.711,B,-6.494,major,0.0443,0.0113,1.42e-6,0.141,0.404,179.99,2039juQOFMpEuA6P6oOMZ9,216107,4,B major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Put 'Em Up,Priory,Need To Know,https://i.scdn.co/image/a17578bada815a5d2e79e29999c75e03f64f3842
0.555,0.887,F#,-7.509,major,0.0368,0.0254,0.075,0.27,0.665,106.99,25MpDrxls4e5PoHMcb1yN0,244256,4,F# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Palmless,dana falconberry,Public Hi-Fi Sessions 02,https://i.scdn.co/image/c38afb0538f18fa9032e919d345d402e9ab92ab9
0.737,0.486,A#,-12.293,major,0.0568,0.476,0.251,0.402,0.363,113.001,2uKribaTW8mv1FlnIkfUHy,319840,4,A# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Family And Genus,Shakey Graves,And The War Came,https://i.scdn.co/image/1df44e7d2ed46f412bb7432a426ce2b2e3ca8189
0.387,0.462,F#,-7.995,minor,0.0286,0.0394,0.629,0.123,0.0601,160.054,1z1entlIgK6bmILQrxvEzL,454960,4,F# minor,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Snowglobe,OWEL,OWEL,https://i.scdn.co/image/e3efa98d409c8f9fe86f3a5f0e5d22813badc569
0.278,0.218,A#,-17.633,major,0.038,0.97,0.926,0.105,0.0495,83.397,5Uoa2uh62TtDR1fLmVXJyW,175982,4,A# major,November '16,https://mosaic.scdn.co/640/29fcce2d88bfd1eab29f5df47b1e56fa2dac8cbf2b8b244f6727551073b1ab3c686544b314427025b7f1e8a14a8f7943f2a96ef57f14d44d7d592a18e50d841fbb9fb3c9d4acde09439c52fe96b75252,Kangaru,Jóhann Jóhannsson,Arrival (Original Motion Picture Soundtrack),https://i.scdn.co/image/cafc8c913254c0c2e99c1f567b88fd2c34c8bec7
0.499,0.867,A,-4.445,minor,0.0345,0.0737,0.811,0.252,0.371,88.437,0hOoJ4xdB7Oai7O6AMqnJA,262427,4,A minor,October '16,https://mosaic.scdn.co/640/30ef419b64dbc02a82b51e7a89e7b900694bc7296d247b28c2d5a53fbfa5090591ec6b8af9d504086f480f92b6d0184001effc08d951e604a3a29e329c4258e5a12015f85d61e4793cb31da1609b3b5f,Stars (EP Version),Future Generations,Polysun,https://i.scdn.co/image/30ef419b64dbc02a82b51e7a89e7b900694bc729
